parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1.154689091,2.175266276,3.538206708,0.821230121,4.105617182,4.307200755,4.141903685,4.436239624,10.67414345,5.183609045,10.06066666,8.450541686,8.79827741,7.666382609,18.08254598,12.02099057,9.243431177,9.614807419,11.4806744,11.03142711,17.40245974,11.75958983,12.22240684,19.16113019,1.437577267,3.158420191,0,0.036430367,0,1
42,0,1.353698267,0,0.430457421,10,2.817700697,3.742760477,2.395308701,15.50240959,4.021496509,4.373156245,7.140283142,9.309221547,5.063354403,20.53160804,9.514803734,6.908714227,6.96039232,6.834199388,8.003122973,13.38426904,9.234224137,8.117054558,23.32281585,0.528897112,4.174699531,0,0.036203619,0,1
43,1.464208194,2.353426266,4.441340021,0.287255501,2.640633218,4.128453112,5.17430859,4.895875722,9.702691771,5.836780942,10.83588016,8.478801676,8.320017206,7.783483554,17.41723176,11.20527549,9.48606473,10.01858444,15.07906689,11.0366482,17.31289765,11.91571259,11.61155203,20.6336407,1.628900213,2.881206781,0,0.036168285,0,1
44,2,3.804683358,6,1.788563966,0,2.703994652,1.347879619,6.20741903,7.556341452,9.277483945,13.22417094,10.23622024,9.913633317,9.99954288,16.10748378,11.63200945,11.9692166,10.68098479,18.04247174,19.34535006,21.35074725,19.84585413,16.33197618,12.23211533,2.183243064,1.561094693,0,0.036110024,0,1
45,0,0.825329541,0,0.25236238,10,1.994939703,5.249649608,2.350315939,16.57336646,4.079481787,4.04917364,6.281571421,8.377677365,4.258173245,21.60253958,8.802307669,6.201859058,5.967954843,7.018973655,6.673608162,12.08055678,8.81394479,6.845555298,24.18845859,0.42485176,4.220854872,0,0.035981822,0,1
46,2,4,6,5.63306384,0,0.304319787,0.479947948,3.856288213,7.344580874,13.18172178,14.67272104,7.350744841,11.57852856,10.0827724,8.993733421,12.7266474,16.05411603,12.72598704,20.37345496,28.5937098,27.75663237,24.22686208,17.38388063,17.08724512,2.388632127,0.865818203,0,0.035905386,0,1
47,1.979780902,2.229914838,6,0.670016787,0,4.726022393,6.384876823,5.614782496,7.849944006,6.090047865,12.61071015,8.866120408,8.430327126,8.631177719,16.95726988,12.4991813,10.89575657,10.75389489,19.15425801,12.11050651,17.17962965,12.49677069,13.97636012,18.06978381,1.912657251,2.242891144,0,0.035895538,0,1
48,2,4,6,2.778954205,0,1.333415649,0.364158889,5.259208874,7.593927219,10.96309807,14.55397534,8.568525472,9.919758449,10.20488878,12.82703643,11.4363448,13.47249315,11.05117445,18.10017868,23.62397428,24.72537941,22.46585221,17.01286094,15.27205726,2.232665941,1.311954688,0,0.035870879,0,1
49,1.88604414,2.590566774,5.802271868,0.289157289,0.102407333,4.80053223,5.036476265,5.800013748,8.269307718,5.936786129,11.42410518,9.858352401,8.988507722,8.808343633,18.36198675,11.54947871,10.44651207,10.55594461,17.44698004,12.09799238,17.08523764,13.27164183,13.98701017,16.46731586,1.896847866,2.292314743,0,0.035864018,0,1
50,2,3.174164559,6,1.609630093,0,2.837202871,3.748033371,5.499820741,8.256804785,8.673138585,12.50122139,9.067844356,9.392878538,9.26293817,15.38266222,10.78249578,11.63762151,10.67342596,18.9312976,17.57598396,20.32468868,17.45961194,14.79670391,17.43300616,2.110254803,1.802435941,0,0.035822642,0,1
51,2,2.551045405,6,1.103087675,0,3.1246265,6.598415415,6.276871788,7.817864276,7.937911764,12.9533196,9.124118594,8.53211429,9.26434272,16.60225465,10.66299332,10.55592748,10.27123429,21.64824814,14.22890689,17.16021661,16.2464099,13.96119598,18.36741127,1.983413159,2.060126955,0,0.035696451,0,1
52,1.779429404,2.157913727,5.370824347,0.410023493,0.950011991,3.658525924,7.154026308,5.882128148,8.995938523,6.598750523,11.12891704,8.978211317,8.111806489,8.479143553,18.34494839,9.766372573,9.974555826,9.375548824,20.77039105,11.73335293,15.29330093,13.76252155,12.79681859,18.94629292,1.780858437,2.556231454,0,0.035645267,0,1
53,1.056387833,2.170871401,3.180425385,0.035312194,4.714504692,3.761286125,4.324624118,5.111167238,11.19659614,5.518652834,7.885050834,9.681699456,8.989460082,7.417954557,20.88753336,9.766872082,8.7445782,8.393526456,14.53698143,10.11181505,14.60331778,12.53223499,11.10620727,16.41564822,1.325572178,3.377653258,0,0.035572925,0,1
54,1.022328591,2.13872836,3.080440813,0.109118176,4.837092844,3.657167262,4.469475189,4.535210328,11.34232975,5.15760585,9.082389994,8.300854197,8.256551063,7.041740778,19.70433855,10.65326289,9.289668222,8.798662772,12.67198715,10.32163346,16.35427,11.42610343,11.34699995,18.69431393,1.307609546,3.41024099,0,0.035506276,0,1
55,0.752817564,2.051382705,2.293455322,0.221698883,6.15536198,3.558192619,3.518079033,4.255714524,12.5109289,5.28644771,6.594041616,9.230031424,9.547745455,6.814811631,20.49899004,9.755880611,8.206654811,8.179626234,11.65934169,10.30944015,14.84502665,12.06989595,10.37780661,17.89977846,1.145689858,3.659579891,0,0.035064979,0,1
56,1.983413862,2.593876242,6,0.613186212,0,3.523850659,5.74903104,5.843251446,8.431497432,7.519861715,12.08754136,8.939186108,8.269958626,8.795776673,17.13463476,10.14905829,10.68835193,9.839798585,20.40604248,13.85614925,17.35579154,15.22643225,13.37224943,18.57890265,1.956525062,2.136499251,0,0.034994543,0,1
57,2,2.116064098,6,0.046946853,0,4.948576851,7.925073097,6.16748279,7.505339343,5.958065441,11.50998216,9.648280481,8.258502508,8.691851775,18.28655039,10.46597142,10.70973019,10.63078514,22.93527999,10.52181851,15.0922532,12.31407388,13.02321016,18.83699791,1.869905429,2.368413547,0,0.034613474,0,1
58,2,3.814417469,6,2.238534936,0,1.739481583,1.705314937,5.463751375,7.693035551,10.35527507,14.61397239,8.38654217,9.45843239,9.923212205,13.1409837,11.28425667,12.57238461,11.13484301,18.11811097,21.52132549,23.71625626,20.37962544,16.0790622,17.45460915,2.194154125,1.4701282,0,0.034198732,0,1
59,1.019059322,2.247822471,3.061304756,0.945413494,4.916383617,4.079420929,4.2000507,4.307362218,10.63214552,5.646512549,9.764988724,8.345691001,8.871338705,7.362643073,17.76946052,11.86252918,9.601826385,9.930652939,12.79902085,11.29164018,17.60256579,11.38648693,11.42364227,19.67407736,1.376984921,3.280256369,0,0.034118036,0,1
60,2,4,6,4.293730054,0,0,0,4.810777594,8.731030383,13.53729677,12.08263458,8.956611623,12.20125729,10.17988297,11.6814964,9.670990576,13.78115578,10.33724468,21.48199762,28.43882136,23.91636119,25.84492066,17.36710188,15.18958847,2.333888089,1.090612378,0,0.033962227,0,1
61,1.875099294,2.40322205,5.761040053,0.070069891,0.262483223,4.890207611,5.315952487,5.605245235,8.653085953,5.934373876,10.5445129,9.776570183,9.097171048,8.743217334,17.73672944,10.59777507,9.936777383,10.00916725,18.70604362,11.95324698,15.90771,12.49902994,13.23507917,18.79126096,1.83955711,2.386199164,0,0.033912686,0,1
62,0,0.114334891,0,0.265157027,10,2.10493336,7.911605998,1.95436729,16.64396265,3.617072059,3.98881605,5.559844816,7.990468582,4.190171116,20.49038369,9.036458535,5.950838602,5.770342879,9.566355646,4.994032143,9.856973634,7.943486973,6.12440474,27.62237138,0.317666003,4.268014255,0,0.033353586,0,1
63,1.841349884,2.41025406,5.592254389,0,0.600917254,5.023341035,5.999058347,6.130999343,7.9592083,6.037458145,11.15718055,10.10470494,8.692746375,8.579655659,18.74245338,11.05112741,10.03302567,10.33668604,19.85709841,10.7837224,15.62286917,12.33855759,12.59879274,16.93654445,1.809239082,2.446409768,0,0.033072325,0,1
64,0.374349004,2.03670078,1.093348082,0.468437337,8.183293229,3.26834175,2.68278068,3.719528308,13.38279355,4.75321632,6.831743382,8.316071336,8.915370957,6.097511519,20.85653728,10.75140039,7.866217839,7.984349007,8.103455992,9.083712651,15.52840191,10.45514767,9.343102525,18.20366757,0.911693304,3.924355929,0,0.032504572,0,1
65,2,2.294453609,6,1.401728952,0,3.239764506,6.775975291,5.785936546,8.128689127,7.965239413,12.73042189,8.547126327,8.612133769,8.908931251,15.99325617,10.63133928,10.70774954,10.27676253,21.6234898,14.39604081,17.31873643,15.54055323,13.82559528,19.6634922,1.969060619,2.092859863,0,0.032337778,0,1
66,1.923703499,2.50487246,5.861187191,0,0.119823135,4.585072933,5.550567021,6.172898025,8.361599734,6.259887723,10.92278911,10.19952338,8.728403,8.949021494,18.24875487,10.17455855,9.770476813,9.99166948,19.60839926,11.92433713,15.98686169,13.4756437,13.24417083,17.60751238,1.884977685,2.33100726,0,0.032287142,0,1
67,2,3.954848855,6,5.490133759,0,0.421435359,1.019521538,3.747438487,7.67769948,13.49943475,13.97119434,7.251946277,12.02848008,9.772257702,9.06904668,12.14753569,15.95663608,12.59866199,21.69535195,28.6825841,26.89052515,23.62697428,17.02667776,17.92524573,2.381010006,0.906435551,0,0.032247131,0,1
68,0.629060924,2.069260025,1.910812075,0.703904499,6.800315723,3.568899099,3.391468913,4.026629263,12.288099,5.064558357,7.998201739,8.520608387,8.976426779,6.871424733,19.50817506,10.9807274,8.379021087,8.752436081,9.654656864,10.1960435,16.52347265,11.27615396,10.3455775,18.70443915,1.104580228,3.706208906,0,0.032223828,0,1
69,1.947378659,2.577115583,5.88655769,0.683857705,0.129291972,3.849104847,5.910896064,5.870817121,8.148238955,7.098065626,12.16780074,9.14156261,8.571137073,8.855502725,17.16661148,10.7699373,10.56655783,10.13089383,20.12655884,13.30334245,16.97142419,14.62572231,13.6151062,18.35948917,1.941744085,2.178348173,0,0.032165548,0,1
70,0.474691957,1.867129891,1.461710417,0.720599945,7.520792427,2.744123625,3.022969036,3.047933829,14.16139652,4.906858486,5.957710907,7.692539507,9.060031427,5.765576076,20.41562956,10.17012081,8.406085768,7.738243301,8.230316302,9.991346132,15.64888982,11.07001103,9.332344686,19.59772851,0.978341603,3.857992107,0,0.031809462,0,1
71,1.307157482,2.372580287,3.966804411,1.324932838,3.31271272,3.833234198,4.219823846,4.558968805,9.784791653,6.484240793,10.98085466,8.290005573,9.057841023,7.939026712,16.61704025,11.97787955,10.16804568,10.24317929,14.77708145,13.06470129,18.29795071,12.83362931,12.39282695,19.32060349,1.621004574,2.912232031,0,0.031542882,0,1
72,0.4727258,1.723146194,1.446851836,0,7.628899754,3.04166129,3.855877902,3.508738375,14.44801437,4.184095009,4.606421725,8.814780846,9.175653213,5.731437085,22.60104636,9.415845503,7.571606951,7.155933877,8.027785582,8.077973835,13.76418635,10.76554675,8.837549147,17.54578303,0.897443083,3.947340669,0,0.031150731,0,1
73,1.957002745,3.972887028,5.892135364,7.99538874,0.108886267,0,0,1.729408102,8.326945577,15.67092515,13.6765618,5.586473931,13.84452577,9.631377685,4.23853987,13.27509899,17.8453297,13.37784383,21.41536444,34.78940267,30.1657332,26.21230418,17.53918955,20.94341372,2.580108328,0.654003897,0,0.031146991,0,1
74,0.853579814,1.602993916,2.613971249,0.569325591,5.630530778,3.799001935,4.770687271,3.656814751,12.54202517,4.476560393,7.588275241,7.905606532,8.929484606,6.589311628,19.26327175,10.85416458,8.364109436,8.44796033,11.03707502,9.296995513,14.77654094,10.19487637,10.7468137,21.16436971,1.173057515,3.635645538,0,0.030917596,0,1
75,0.706355951,1.978177428,2.16889954,0.444339951,6.353641178,3.105521965,3.164984051,3.906687806,13.23416664,5.26506604,6.319580674,8.734338043,9.271334377,6.510724536,20.25840698,9.723438794,7.777428303,7.642588136,10.58771654,10.21541897,14.67459049,11.73707272,9.864576212,18.8260705,1.125701033,3.689413498,0,0.030426949,0,1
76,1.69870703,2.313932744,5.123276391,0.58626247,1.524437294,4.508961116,5.892593776,5.681656939,8.449822081,5.993985369,12.18496731,9.014862096,8.170006648,8.619245096,17.26212614,11.83782755,9.855914835,10.29999714,17.37921066,11.39069534,17.14025961,12.68172332,12.97090264,18.69194127,1.758934292,2.569884763,0,0.030281519,0,1
77,1.632817625,2.36363566,4.951508025,0.735871024,1.692122303,4.264675752,4.993670029,5.14282511,9.431943613,6.014214354,10.70525432,9.004602506,9.161701643,8.027396919,18.24266621,11.86395064,10.21101287,10.01166377,16.16394347,12.34005716,16.8345134,12.69430907,13.41144474,16.98825151,1.741257491,2.604731627,0,0.030222912,0,1
78,0.292677623,1.559514334,0.913766242,0.607105859,8.470053802,3.171603753,3.997052571,3.076023559,14.3922733,4.3752398,5.509221632,7.693785173,9.140979336,5.235616156,21.51881858,10.98547088,8.007021828,7.523663652,7.764651548,8.172275442,14.42332743,9.678193204,8.573056612,18.44267827,0.796725656,4.026476993,0,0.03012261,0,1
79,2,2.465694354,6,0.330470736,0,4.554921386,6.488799695,6.528389703,7.283876739,6.901647578,12.36446959,10.06578515,8.619690532,9.310458604,17.52160483,11.15929547,10.46844873,10.28931053,22.01092488,12.71691506,16.12785785,14.12475701,13.89456405,16.46788067,1.931332717,2.214942379,0,0.03008203,0,1
80,2,4,6,5.147832704,0,0.295222515,0.038529727,4.34191491,8.107654174,13.48503307,12.55008443,8.706171516,12.78492649,10.04289329,10.19422723,11.70002042,14.24653638,11.64820775,21.3276532,28.14773855,24.68677063,24.41877296,16.84853542,15.87976179,2.35780224,0.935565749,0,0.030026163,0,1
81,0.138254891,1.266733486,0.399395557,0.40206805,9.259148516,2.781438019,3.97314635,2.987569277,15.27089066,4.152971064,3.944642508,7.882958463,8.948114304,5.199560849,22.33852411,8.896697207,7.769016932,6.865655533,8.410438452,8.206550784,13.62583673,9.809352355,8.47855076,19.4906963,0.615345572,4.145466643,0,0.030008678,0,1
82,1.330501299,2.374469532,4.001294651,0,3.404590322,3.637761658,3.635102645,5.597141418,11.07798802,5.451593914,9.455452101,9.616862402,8.141291029,7.833131914,19.95564249,10.02030932,7.402160735,8.237515624,12.07068043,10.19152735,15.78167517,12.67446377,11.2474868,17.39811656,1.510616685,3.04791733,0,0.03000721,0,1
83,0.218732812,1.547086269,0.673383486,0.181900378,8.862279436,2.593996519,3.441861116,2.877615662,15.31226964,4.423584517,4.566350503,7.676431656,9.171914396,5.277790815,21.55939448,9.389314055,7.173438337,6.66424471,7.31506085,8.617580686,13.57368215,10.39370534,8.33975657,20.11596826,0.700880241,4.088052614,0,0.029990857,0,1
84,1.444270874,2.359538284,4.421485155,1.327966312,2.593832473,4.109788249,4.55375055,4.668863226,9.630709004,6.299282394,9.761951779,9.150440506,9.902638914,7.704760182,18.55145465,12.30797629,10.95859877,10.02171915,16.27714338,12.71813892,16.67074061,13.19789552,12.72982554,15.358928,1.693222499,2.744735957,0,0.029935798,0,1
85,0.441520905,1.734570018,1.354053406,0.78251016,7.718481877,2.544101161,3.219115671,2.838847824,14.25183366,5.075911617,6.997834503,6.834615817,8.486698789,5.73832066,18.87595176,10.46451352,7.90507019,7.550048679,7.689246591,10.26008558,16.11598815,11.00298509,9.192251477,22.08176156,0.946736415,3.906107865,0,0.029894102,0,1
86,1.161414642,2.072403318,3.470661094,0,4.196544045,3.582928118,5.216822123,5.003670591,11.08025078,5.58126511,9.381772248,8.445117453,8.174219331,7.27487593,19.76325448,9.997793649,8.822271281,8.396227919,14.82327592,10.2294323,15.10751269,12.15261906,11.36227975,19.08052744,1.36713241,3.306288767,0,0.029681042,0,1
87,1.252927449,2.210380153,3.826782379,0.617215658,3.550987112,3.819638281,4.313636009,4.552966739,11.0976721,5.625385767,9.017056254,8.885410407,9.254909994,7.451531871,18.95583696,11.18431731,9.032808013,9.236163431,12.75899676,11.30949412,16.29145213,12.51133769,11.82744992,18.04466362,1.475684992,3.065214327,0,0.029551419,0,1
88,1.945007426,2.082621998,5.905043198,0,0.076805476,3.905990318,7.26429106,5.826486335,8.750185996,6.349509908,11.8808338,8.731498652,7.811384827,8.496558368,17.26535471,10.28974904,9.276704737,9.781254586,19.58403077,11.0760253,15.76045109,12.91035093,12.52566246,21.13157658,1.828308989,2.427123159,0,0.029440158,0,1
89,1.99713241,3.343213935,5.986902282,2.952600857,0,1.261420213,2.699703123,4.950638808,8.87082559,10.72839804,11.84472444,8.727897794,10.66176101,9.379090293,13.91247176,10.29520774,12.44993905,10.29439729,20.43258021,21.77266593,21.05430632,20.86197453,15.38794631,16.87833191,2.194125647,1.525889335,0,0.029382102,0,1
90,0.143483828,1.176036833,0.460511731,1.020597081,9.205139417,3.018626669,4.894778272,2.428006218,14.88343731,4.256425241,5.00073862,7.073678939,9.419385652,4.9636536,20.06936321,10.95385109,7.370755359,7.716980154,8.026940029,7.683778072,13.50626243,8.893993489,8.016340276,22.48564383,0.667902262,4.124078091,0,0.029076641,0,1
91,0.596613854,1.880480569,1.822924739,1.01005651,6.992118831,3.705958851,3.475092128,3.401635954,12.82701234,5.138164812,6.049462255,8.675167903,9.79279486,6.488306936,19.05574371,10.25269518,8.411198372,8.782096068,10.72003908,10.31865355,15.61536662,11.12720965,9.534618654,20.45893336,1.084722315,3.742879381,0,0.02884949,0,1
92,1.221876533,2.009048828,3.726237434,0.918960644,3.723557979,3.653596995,5.25860009,4.272724855,10.85798542,5.548732922,9.731951721,7.949471203,8.5891609,7.30390265,17.90540259,11.22916191,9.621590635,9.638798891,13.66457261,11.07056319,17.04885153,11.55991853,11.46417441,20.59586801,1.458660499,3.121639766,0,0.028815949,0,1
93,0.137701869,1.517745245,0.402160448,0.145531128,9.378020179,3.096791859,3.496959959,2.913507666,15.0073026,3.907652598,4.514079093,7.811338126,9.001349542,5.141082933,21.97961272,9.653297005,7.422316791,7.072998292,6.947122126,7.58759483,13.78225839,9.244219888,8.179458605,20.24612482,0.633164463,4.129743118,0,0.028536523,0,1
94,0.913286581,2.033569603,2.835554782,0.784262862,5.177281364,3.32993334,3.621691083,3.653678019,12.87692298,5.195111414,6.717415161,8.438701088,9.60597263,6.457842887,20.19548611,10.6583985,8.847205157,8.209493965,10.61902841,10.64307818,15.26883171,11.73098682,10.46162153,18.07798165,1.287078271,3.447192061,0,0.028308122,0,1
95,1.438688136,2.433511587,4.373296579,0.919734496,2.685372139,3.944349762,3.836553359,4.824719476,10.10100036,5.955683931,10.32888367,8.879895489,8.860219905,7.874442227,18.40320376,11.83787518,10.31964927,9.850485302,13.46147668,12.62628324,18.30289324,12.85676646,12.70028443,16.50263113,1.675354296,2.800723267,0,0.028301767,0,1
96,1.62531277,2.339143357,4.949503926,0.490241737,1.697406004,4.147325023,6.045968578,5.477558556,8.960644884,6.087660744,11.99291155,8.609645869,8.084778971,8.144512347,17.68585768,12.17347939,10.05016945,10.16394135,16.16173478,11.40182965,17.64311807,12.64667092,12.47176915,18.17245432,1.722951673,2.656811193,0,0.027857152,0,1
97,0.601460088,2.052139487,1.853626921,0.243149267,6.885085187,3.161224778,3.10988694,3.795436522,13.45537776,4.971439459,6.144811499,8.536746996,9.231371324,6.156896624,21.10157414,9.840673587,8.249158529,7.815276187,9.385477082,9.905910132,15.29255386,11.10005649,9.736896573,18.23504942,1.051446748,3.773308679,0,0.027478131,0,1
98,0.060045817,1.321139451,0.168632283,0.557249204,9.750544167,3.299340394,4.280297577,2.512581624,14.48505496,3.919251127,5.703587376,7.016631141,8.834089211,5.331148542,19.65330248,10.58117444,7.544638028,7.905049912,7.64585663,7.652369918,14.43480369,8.546805055,8.15651116,23.41772708,0.583418134,4.161046681,0,0.02742595,0,1
99,0.028952901,1.140897386,0.087708937,0.94715816,9.941377212,2.889183444,4.346504536,2.245202459,15.23035072,4.036954396,5.096968919,6.868384525,8.715467114,5.081783123,20.01748214,10.66230988,7.38946735,7.332880122,6.499021707,7.699806928,14.36907733,9.113283157,7.480952743,22.49151797,0.569837472,4.17400703,0,0.027289168,0,1
100,0,0.518277244,0,0,10,1.281465158,6.935518716,2.080770562,17.22563254,3.878616778,3.816045354,5.483895259,8.061269507,3.942845462,22.13730932,8.738026509,6.237771567,5.198631871,7.79126299,5.701624396,10.4296959,9.204095263,6.609354139,24.91763158,0.35392138,4.247024998,0,0.027053811,0,1
101,0.560310852,1.916949873,1.712362774,0.201415539,7.154063785,3.454019448,3.468038248,3.510723603,13.31735588,4.382948162,6.418450839,8.369851957,9.061564519,6.131648376,20.54526503,10.33560355,7.861738267,8.297668326,8.362656188,8.654349689,15.30290341,10.47271533,9.370641895,19.79095299,0.997576262,3.833810432,0,0.026871138,0,1
102,0.402037389,1.444579386,1.187755443,0.18964791,8.098588107,3.058281913,4.162941364,3.337481577,14.53096833,4.271087865,5.193602574,7.960496723,8.903280288,5.62511105,21.56666382,9.353996764,7.361707215,7.036868938,8.936370196,8.12736566,13.35750298,9.939244974,8.920835164,20.28487519,0.81032825,4.016384736,0,0.026769766,0,1
103,0.495037382,1.922807006,1.489894868,0.201448274,7.510203551,2.822963239,3.499563984,3.692596504,13.47544189,4.987687578,7.133631289,7.875211983,8.452770229,6.061529642,20.27856179,10.13641616,7.754727551,7.861387753,8.878644935,9.247917337,15.58419731,11.08402473,9.12236437,20.01565055,0.9544524,3.88232462,0,0.026718044,0,1
104,1.970305072,4,5.943217435,4.415789762,0.104785605,0.687168399,0.018395401,4.306858165,8.606297331,12.6407415,12.05459008,8.585470858,12.36097068,9.642107555,11.4723881,11.04581987,13.6898037,10.73353019,20.38183971,26.52219564,23.35955387,23.63454962,16.13437361,16.12438228,2.319798238,1.091803808,0,0.026304404,0,1
105,0.938670734,1.849571243,2.846965722,0.352120075,5.224253849,3.263058389,5.391731146,4.075616273,11.80040532,5.080444743,9.426924014,7.419978449,7.658332962,6.915321528,18.34246393,10.5907063,8.678657066,8.918267184,12.07403291,9.587393612,16.49274759,11.09509455,10.43954327,22.36100657,1.236264616,3.5264987,0,0.026009637,0,1
106,0.993166942,1.968059314,2.98218486,0,4.966031527,3.306028573,5.436096054,5.177786725,11.40824714,4.967800607,8.845454918,8.819287106,7.871642697,7.354656958,20.81536094,9.482671557,8.27264025,8.157074017,13.95467166,8.82681867,14.43790597,11.96296823,11.10683634,18.87240007,1.270609993,3.507238581,0,0.025933408,0,1
107,1.912763405,4,5.791471898,8,0.335593867,0.692692278,0,1.919908165,6.762363653,14.17940494,15.61078092,5.652451912,12.79597424,10.0067888,3.781825493,15.24321471,18.40512139,14.88357831,19.86555407,32.23872721,31.87840381,23.52506677,17.3427012,21.17541676,2.550783823,0.674819529,0,0.025477557,0,1
108,2,3.894863445,6,5.155001825,0,0.514965409,0.741335487,4.162296705,8.086927489,13.13711263,12.97527608,8.200911071,12.15414187,9.910424376,10.19561206,11.55936437,14.61667491,11.8863919,20.86904456,27.67928194,25.44985131,23.96707337,16.82457074,16.79226046,2.354031068,0.974136278,0,0.0248368,0,1
109,0.34061612,0.974563937,1.036402744,0.092657467,8.256525073,3.318837108,5.478465592,2.779882188,14.26353595,3.828112748,6.420142362,6.610801513,7.921353359,5.455268245,19.18715619,9.89733009,7.172733555,7.757661473,9.01281552,7.051806522,14.08865603,8.391592928,8.19507114,25.67384283,0.692280566,4.116829936,0,0.024034214,0,1
110,2,4,6,7.820482528,0,0.160222867,0,2.356912257,6.661260211,15.07726516,15.75619635,5.947759124,13.14256314,10.62863553,2.721226714,13.42621877,17.40570373,14.71196553,22.06391215,33.55689445,30.91897077,25.43694234,18.54681567,24.30935057,2.594720229,0.630045597,0,0.023547924,0,1
111,0.896794425,2.122717959,2.745334732,0.656106687,5.394136988,3.485082563,3.889806522,3.924722233,11.87926013,5.29412242,8.503423374,8.021691144,8.748852614,6.961615226,18.47131114,10.71809265,8.927133599,8.908953629,11.68717362,10.70322245,16.47447195,11.18127209,10.6638646,20.89850449,1.272669409,3.458899919,0,0.023403763,0,1
112,1.550409211,2.292436757,4.767844958,0.396843034,1.846389603,4.385780632,5.016223836,5.3238816,9.845445188,5.615087028,9.603532025,9.633945303,9.317843739,7.955892028,19.30558918,11.06836017,9.682103443,10.07250737,15.60187713,11.33405812,16.37842876,11.85232082,12.72410573,16.80751533,1.681817403,2.771474666,0,0.022908945,0,1
113,1.215465695,2.262358141,3.690083199,0.620228884,3.860405649,3.272415139,4.082673633,4.294747018,11.37612374,5.88774702,8.679517728,8.427949365,8.851928792,7.244729684,18.8112906,10.49644612,9.617891267,8.670383306,13.73354348,11.81421652,16.31098229,12.90427744,11.50568466,18.80003118,1.472950518,3.108579267,0,0.022662704,0,1
114,0.636658307,1.990798177,1.91297958,0.347331149,6.929127105,3.992090951,3.715726855,4.192447632,11.88199455,4.89504803,7.600904729,9.04207776,9.052897935,6.795504142,20.21870113,11.28072622,8.640956561,8.712140438,10.9614529,9.473626251,15.57981945,11.45861236,10.15897684,17.04430414,1.068665173,3.755308929,0,0.022645803,0,1
115,1.633963415,2.649469046,4.918432409,0,1.806834209,4.297434343,4.613589235,5.769074998,8.535882509,5.724008763,12.68554558,8.848670216,7.618318333,8.624955636,17.90612803,11.71753204,9.981392716,9.768921583,16.00094239,11.35184254,17.53495681,13.1013216,13.36683747,17.89797371,1.733558173,2.640869024,0,0.02203886,0,1
116,0.602841837,1.929964774,1.841595725,0,6.860673987,3.717293053,3.122669679,4.350259726,13.31035534,4.083001478,6.029490345,9.360506886,8.839251741,6.372834949,22.44943058,9.576858303,7.124463518,7.490518693,9.002878022,7.744343656,13.78969062,10.29039011,9.523775228,17.15159971,1.024080375,3.831866304,0,0.021956162,0,1
117,0,0.419665922,0,0,10,2.478629671,6.649199227,2.132121303,16.66836085,3.076348698,4.347973932,5.736851056,7.735616375,4.155929049,20.81685646,9.668164118,5.385779636,5.872281039,6.964793545,4.241541815,10.60008257,6.788885317,6.017373271,27.12786181,0.352984919,4.267212519,0,0.021375725,0,1
118,0.937340834,1.725164201,2.827375397,0.751747099,5.245048889,3.492979949,5.424360786,4.242177855,11.75886376,5.630783543,7.699690962,8.504436597,9.251333076,6.895637557,19.5650628,10.34063539,9.033135706,8.638041333,14.36419496,10.41053503,14.7455018,11.84536966,10.50778177,19.0872158,1.248833905,3.516520497,0,0.020080608,0,1
119,1.341814987,2.015125063,4.070125196,0.527744702,3.07536711,3.170060871,5.677724256,4.612331811,11.28959326,6.141875375,7.841931809,8.863703116,9.306914117,7.327560159,19.72227373,9.432030508,9.866939672,8.770475043,16.94467893,11.8032728,14.99658302,13.09801375,11.50351989,17.89958857,1.509512163,3.057921956,0,0.019802056,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,value,,,,,,,,,,,,,,,,,,,,,,,,0.000000,4.000000,,,,
function,WFG8,,,,,,,,,,,,,,,,,,,,,,,,0.006283,3.999980,,,,
generation_count,2000,,,,,,,,,,,,,,,,,,,,,,,,0.012566,3.999921,,,,
evaluation_count,190000,,,,,,,,,,,,,,,,,,,,,,,,0.018849,3.999822,,,,
final_alpha,1.000193711,,,,,,,,,,,,,,,,,,,,,,,,0.025132,3.999684,,,,
population_size,120,,,,,,,,,,,,,,,,,,,,,,,,0.031415,3.999507,,,,
dimension,24,,,,,,,,,,,,,,,,,,,,,,,,0.037697,3.999289,,,,
M,2,,,,,,,,,,,,,,,,,,,,,,,,0.043979,3.999033,,,,
k,4,,,,,,,,,,,,,,,,,,,,,,,,0.050260,3.998737,,,,
l,20,,,,,,,,,,,,,,,,,,,,,,,,0.056541,3.998401,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.062822,3.998026,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.069101,3.997612,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.075380,3.997158,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.081659,3.996665,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.087936,3.996132,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.094213,3.995559,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.100489,3.994948,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.106763,3.994297,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.113037,3.993606,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,0.119310,3.992876,,,,
