parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.7114805,3.599550683,3.693893403,6.397568578,5.017212865,5.334468349,6.694692629,6.616332886,7.002448385,10.01680586,10.95401744,11.80079861,11.97482875,7.920342225,11.19234096,11.89229472,20.71493149,21.33195149,23.99557962,5.700013567,22.44679175,24.17752578,17.64858229,22.05097901,1.556562149,1.066288651,0,0.010732966,0,1
41,0.706321071,1.833641601,2.887567418,2.662110255,4.311970683,4.966648107,6.53861779,5.418555108,5.660735814,10.00861173,7.841343759,9.775331929,12.04086266,15.95179237,10.63004249,13.53283878,16.03429823,16.74053578,12.44176819,15.19754512,13.91132443,16.99802058,18.99783921,21.37731028,0.520213507,2.517122363,0,0.286146526,0,1
42,0.957474939,2.707507693,4.141494431,3.628219755,4.039710919,5.260462245,4.6742588,5.944028582,8.247908954,7.854814199,11.77375158,12.75278639,8.527843367,10.96476653,13.12071078,13.96617366,20.13808377,17.92356191,21.57839151,17.697801,13.74252441,17.21262876,12.68715278,19.16726758,0.904260645,2.184069386,0,0.280592113,0,1
43,2,4,5.566284829,8,5.831996922,6.206926816,5.839237899,6.322945449,8.178252423,9.231233833,6.966104104,14.64847023,13.91368088,14.59369519,9.779630669,14.52666791,21.5978601,22.8234238,28.81623706,6.007206689,16.82355777,17.38649733,12.2373517,25.45793865,2.158961372,0.59609722,0,0.086454494,0,1
44,1.064649934,0.890281506,1.520184582,4.013348101,4.478669824,4.283137449,6.250131791,4.719248817,7.646634808,7.287522564,8.481074474,12.24860486,7.985892317,10.88560347,14.53561917,11.17170673,16.83533205,11.16944045,16.11678536,22.582713,12.53401919,13.1181641,20.47536037,21.39532077,0.498889781,2.828718826,0,0.028368417,0,1
45,2,2.71672646,2.683191918,8,5.192654098,4.41895022,5.477243945,4.747917895,9.364492261,9.467111295,5.633113815,10.94325478,13.62941363,15.13223181,10.78449933,12.15512863,14.5371987,18.93855666,19.41476752,18.83812033,19.65981605,19.95540265,24.88608289,22.15169137,1.509381456,1.309867054,0,0.083647363,0,1
46,2,3.215879258,2.370704596,8,3.20450911,3.770005906,6.976682708,3.89133022,4.410458867,10.87356169,5.82762332,12.74303611,10.06458855,9.422540935,8.030930584,15.91841912,12.69467352,9.395196224,22.3790691,21.39227236,8.838880693,11.90506618,21.27275764,11.16741011,1.583368964,1.003038555,0,0.011628657,0,1
47,1.350117268,2.47072991,3.3195351,3.98306638,4.986031056,5.317718125,5.689226517,6.107313958,5.817236044,8.073626061,8.384198231,12.20142317,10.56712869,15.94452835,13.8595246,16.61727819,18.38245632,18.63621658,21.17004012,20.11446391,15.28310517,13.3108775,16.35164429,17.53163763,0.953513855,1.932580993,1,0.013411658,0,1
48,1.414905489,1.977320124,3.067595172,5.020901518,3.892589747,4.660341686,7.119982354,5.53343396,8.68038549,11.58708036,11.42733459,10.76100493,12.35769312,9.405316534,9.597270561,11.54503485,7.858984046,13.21483638,15.81868416,13.31158123,17.97561442,16.98962138,19.94552823,20.7467823,0.951053031,1.948156254,1,0.070912285,0,1
49,0.249460065,1.028251529,1.549999743,1.733796868,3.914866605,4.673526725,4.749442411,6.741400954,2.603922818,8.011624623,10.22778902,12.50397979,7.857557305,12.40650261,13.88772694,16.21893869,12.34825378,12.34161678,15.17850193,15.85359315,16.12880726,17.52206904,16.35105951,18.62151625,0.248902491,3.321896181,1,0.121227783,0,1
50,0.364330128,0.294977604,1.640759702,2.863855851,3.276975743,4.256274669,4.331754193,4.580536403,6.238496821,7.702858185,6.401433874,11.68148102,8.321351015,12.76224926,17.38941025,12.55815768,15.58890717,16.61148435,14.85007475,16.56110034,17.38822863,14.15665813,16.87387474,21.0858983,0.247112859,3.339940839,1,0.05050894,0,1
51,0.55795894,2.017013287,2.218622847,2.353486348,4.130657531,4.873812099,6.22884015,4.995110848,4.001059618,8.807067383,10.46419655,14.35175045,12.30614516,15.56996521,11.81651966,11.3019897,10.60811973,14.32081644,14.32557673,14.71964128,18.02073626,13.92394283,25.24218972,14.0008092,0.473360309,3.173306957,1,0.045211142,0,1
52,0.650393864,1.35567059,1.939775668,3.530755387,3.044826397,6.162303191,5.984003306,7.798449458,5.665774927,8.464784937,11.10595236,12.31641221,6.601569143,11.0238044,13.40872532,14.50798536,14.4379436,11.94778952,17.14543258,15.83778665,14.19040482,22.80100219,22.92064464,23.12582875,0.469588699,3.288615302,1,0.147182051,0,1
53,0.894745231,1.109797111,2.44222427,2.573046912,4.452261305,4.694551959,5.951047765,5.896128878,3.981631894,8.373774918,9.097906509,6.355881261,12.72675994,14.44773647,10.16042112,10.65485249,12.15458273,9.390533948,18.81864824,19.31227324,19.56740611,15.02837695,15.89772714,21.30771549,0.488382773,3.148181485,1,0.039813056,0,1
54,0.135225007,0.920457991,0.9866619,1.422567546,4.495478712,4.814704897,5.61195361,7.07679541,4.311961256,7.702244413,9.404691148,13.99635388,8.078484415,12.01563438,17.6267563,16.36716093,12.50395509,15.57166787,12.83607533,13.39950161,13.39635355,14.20600361,23.72902357,23.934209,0.22455904,3.742867159,1,0.113030892,0,1
55,0.071609892,0.585367004,1.039498911,1.854819446,3.91189401,4.002921094,5.982541417,4.823105738,4.901703037,8.986973579,9.068171885,10.45219528,7.728982221,11.59284637,18.47174072,16.03768684,17.08098143,12.37409655,10.20250727,15.43769445,16.03088624,14.12202832,25.03446743,18.22633798,0.218926713,3.901711912,1,0.076466004,0,1
56,0.663343077,1.660371978,2.057057482,3.035981265,5.170477553,5.421250374,5.855881311,6.110006587,6.982938283,9.300856296,10.61283273,11.24345832,11.00717222,13.50452308,13.01457652,14.2675009,18.73062301,14.6064231,15.3441823,16.41320654,18.30869372,21.74773261,26.3229132,20.389686,0.492858189,3.055211737,1,0.030045853,0,1
57,0.74660319,0.884585271,1.891935875,4.492838889,4.674448186,4.554523305,5.29895603,6.84419526,8.07316302,12.61795283,7.477779935,7.082504085,11.45612134,13.17112643,12.69784234,17.07808194,10.19099461,15.07778151,11.3470802,16.47142977,12.52807772,11.98898233,18.73632968,21.50228504,0.494699359,3.043186323,1,0.047403071,0,1
58,0.658201776,1.556161637,2.945884161,2.330297258,3.980105268,4.966190716,6.61906406,5.986705464,6.671191624,9.467666865,10.0976594,10.79592132,11.35654397,10.00084278,13.42256973,9.271842158,14.61761913,15.60833666,12.84497545,12.39995303,25.9488748,19.05646653,14.89396915,24.64978019,0.49567911,2.876058561,1,0.089601374,0,1
59,1.236165656,2.565428976,3.100768121,5.070738138,3.377382027,4.726290721,5.718978393,5.733224583,6.479558696,12.22559938,9.537092054,9.531475544,8.905900097,11.64745683,11.96383966,15.35324358,15.1675,16.54166041,13.91416937,10.66493889,17.83462534,19.2629624,14.45218762,16.78930273,0.976815976,1.739669468,1,0.290142479,0,1
60,1.253919962,2.008716825,3.423875966,5.292224388,4.151679694,4.393945938,5.166383835,5.265208105,5.94154438,11.1643988,8.14384351,6.761828247,13.65505663,15.23458217,11.77665736,13.15661121,16.23362918,17.28594971,21.48778067,22.23273867,15.84826329,14.68582392,16.18338919,11.29504308,0.96288261,1.855667087,1,0.024209704,0,1
61,0.965161209,2.258260296,4.377451508,4.71828099,4.579200247,3.642050779,5.641296954,5.918455928,6.022869397,10.43492823,9.616664358,9.482523429,15.42657595,11.0777598,11.8451877,12.93348235,16.66124441,19.59715218,15.18479308,22.74338517,16.44173886,16.46335439,13.89343263,13.48762957,0.973820684,1.844770498,1,0.036571815,0,1
62,2,4,6,7.76276085,6.070057481,5.874281362,6.275680906,5.316885796,8.095270859,9.849759911,12.04488798,11.18638818,16.2977765,14.17991584,9.112452526,15.90100682,9.638702809,14.63821121,28.607086,4.893977302,10.00921946,21.7383797,14.45346541,22.09289972,2.215090131,0.321636859,1,0.064562655,0,1
63,1.850762895,2.834855684,3.936763607,6.763366701,5.210716652,5.349462263,6.554535467,4.257389908,10.4383716,11.42834855,7.894280934,11.40251368,15.35019602,11.29533334,13.2632706,12.08264685,20.22114956,21.62230333,14.00557705,15.00814586,15.2207026,14.32472075,18.74872393,26.55757533,1.526828108,1.253137191,1,0.037535003,0,1
64,1.671606882,3.404727774,3.980632046,6.296952173,4.545799516,6.681393454,5.361270622,5.384466777,7.734553262,10.31556753,8.399625278,12.4030823,14.10436815,12.60230351,12.29386338,16.81765666,13.67895918,20.22609833,19.06257577,12.08396276,15.54605127,20.15057306,20.06450943,20.37174815,1.533303402,1.245244868,1,0.028070586,0,1
65,0.113580094,0.928354073,1.221828651,1.852314556,3.430462619,4.312632862,5.65657213,5.474709811,4.764322795,7.562378202,14.07257732,10.59521457,8.311750989,8.120614905,16.87955892,14.68810949,9.871292438,13.03431629,12.32150497,18.75807032,16.10086435,16.71877249,15.92380793,18.9877752,0.236077967,3.494230377,1,0.114484055,0,1
66,2,4,5.962402433,7.67042388,4.730001763,7.195150542,6.164191104,4.107233665,9.895263635,9.820532227,9.808005443,13.65746934,11.46845759,13.02717712,11.77057737,12.68458632,23.45021891,23.51324645,15.71788507,19.71593347,13.45011458,25.41091993,15.70238225,22.06559224,2.190813907,0.411282668,1,0.104038959,0,1
67,0.560691773,1.714173588,2.90276803,3.040260105,4.385466986,6.411490802,5.224836961,6.951324409,5.866885596,7.892224134,9.075323956,10.0366182,10.06080323,15.10819855,11.90809977,11.94969343,12.98352307,14.73159505,20.2478974,16.49113861,19.89520229,21.61078728,24.35519132,22.45768599,0.519589768,2.595394433,1,0.036540004,0,1
68,0.671708537,1.355039194,2.096469206,4.097522372,4.162191321,4.662140229,5.660951767,6.476240209,5.269711597,10.04283485,8.015963314,11.86844241,9.155134366,11.53520726,13.68973055,15.27156491,13.99336991,13.90431773,12.33425936,10.73172469,10.32212288,19.62184574,23.84342734,24.71279664,0.500725032,2.705861465,1,0.061645338,0,1
69,0.795934726,1.225670017,2.455857091,3.477591028,3.577292294,4.22323093,4.49179919,4.862622851,5.434021931,7.750586072,11.6465439,15.68150089,11.127667,12.50656477,10.36237731,10.25996301,17.7359207,17.09051115,12.75174814,22.45286776,16.57311174,19.66601785,20.40477916,19.87143427,0.51297445,2.668833115,1,0.037545533,0,1
70,1.567766656,2.940494809,4.25348846,6.856851236,4.11700764,6.048249229,5.592409929,5.168404016,8.056937123,11.36045018,8.42103192,10.59420511,10.30652023,10.89650389,15.66392455,16.60819814,24.58166995,27.45050602,18.88944401,14.25399907,22.54833266,26.38540642,20.36336068,16.22611513,1.494902144,1.700412981,1,0.359750742,0,1
71,1.642728876,3.280323325,3.255246065,7.511282257,4.54480379,5.209894172,6.088261533,6.241599329,5.243717683,9.908281045,7.637198989,10.98480863,12.39440979,16.71115833,8.318515874,17.032527,18.08907866,17.19691367,22.32700904,10.865172,17.70858118,12.62215063,17.59015822,18.54381324,1.501927469,1.332025158,1,0.130430935,0,1
72,1.414015179,1.687328995,2.304320826,6.689413827,3.820919008,4.895072462,5.537909976,5.561917071,6.976541328,11.28380456,7.90062599,9.551336094,12.45107413,15.74827884,12.17574599,18.15886282,15.10356977,17.9381214,15.0193437,21.41756425,14.44850341,17.07909744,19.50677977,20.42991452,0.958283363,1.909625478,1,0.024312621,0,1
73,0,0,0,0.404310098,3.256964387,3.874205542,4.409907303,7.432718692,5.190812532,8.951892055,10.5586869,10.24346546,7.176358469,7.972784155,13.43598247,15.50318324,8.274805462,9.448951079,11.91424599,17.93015328,24.48215242,23.64332562,27.64428268,27.80704968,0.166216227,4.117248238,1,inf,0,1
74,0,0,1.273856903,0,3.32840029,4.659535167,5.349331043,6.564283541,6.616718171,9.548634307,9.601183169,10.77622549,9.409060913,7.655308094,15.11437496,13.44713747,9.07442556,16.32675326,6.493494762,21.65845024,19.18681551,13.12110066,14.47341418,15.0187711,0.16820199,4.065346991,1,0.048063409,0,1
75,2,4,6,8,4.461250517,5.864110771,5.140831122,5.648118321,8.554939145,9.835757829,10.91413291,12.65117429,19.46170812,13.96481434,8.48422721,7.900002031,21.62987984,20.82911448,25.1897522,16.92262242,12.97186064,15.17170091,14.56571244,19.47749937,2.225419673,0.225419673,1,inf,0,1
76,0.207872686,0.2096882,0.581750752,2.315595775,2.938281579,3.71056282,5.608115934,6.603654002,2.647339821,10.82185512,7.399976343,6.7902541,10.01824996,9.777941384,9.56993803,12.9417441,10.34550616,9.655113752,8.910422643,13.3110268,15.94002324,13.78851408,18.26525992,17.16503774,0.208132264,4.009413655,1,0.066678985,0,1
77,1.488434409,3.342512864,4.562007596,6.534177864,3.74628668,6.647120854,5.706507797,6.230233869,7.645965652,8.972487659,11.03906375,14.56938456,11.57758267,12.72039413,10.75075297,14.58002542,18.6258721,20.99016551,24.54479947,15.64683497,19.36153767,23.08771682,17.08349541,19.08114377,1.553465514,1.135973208,1,0.032252567,0,1
78,1.591764055,3.407805156,4.335499567,6.230896058,5.006695996,6.760189425,6.942243343,7.037861679,8.307277181,12.89800898,7.52393914,9.1851346,15.67534781,10.60990766,10.05421014,16.89091646,14.6817658,19.68929633,16.11563477,16.37193189,15.38958044,15.81914366,15.79840658,20.18901533,1.541158694,1.170975633,1,0.037868422,0,1
79,1.584461932,3.178016361,4.44427096,6.731650748,4.820520764,6.613532547,6.816794811,6.87655436,7.092282556,9.916907735,11.4829442,12.99250553,12.16048597,13.56439894,12.00963376,13.68209816,16.43795259,18.11050327,20.74278703,15.97601916,10.79175543,19.22805254,25.51641278,21.10053817,1.558056427,1.077390346,1,0.02022706,0,1
80,2,2.794845964,3.239338119,7.454038089,4.381342622,4.058305566,6.765332327,5.229707246,5.83388661,10.98022274,6.563326585,9.599173145,9.622082802,10.57783209,12.92339753,15.28268217,26.56800858,23.39336144,21.38872645,20.71641459,23.17334683,23.26360637,21.12151495,16.95418673,1.563309936,1.075858602,1,0.031280967,0,1
81,0.71837385,1.221152274,3.396203793,2.923602353,5.052242638,6.224363261,5.96639857,6.221820409,8.106853878,9.181837529,7.776332073,9.179244499,10.89756733,12.97208943,18.13434496,18.21741839,18.97928751,16.37794747,19.61500818,18.41991113,14.70117758,13.88495248,16.93480243,16.66998434,0.524984627,2.549324534,1,0.250024752,0,1
82,1.188786553,2.219307165,2.852692671,5.388277735,4.464393056,6.37149066,6.133839869,6.921529611,5.051920531,11.19391736,9.522603567,8.478667492,12.42053863,13.49464901,9.270206426,20.05153484,14.82744488,17.4195324,15.97350435,16.54122889,14.83816059,16.57877088,18.58357063,14.53698637,0.921959553,2.211160452,1,0.054934864,0,1
83,1.068926434,2.389987423,3.189999316,4.913973782,4.635424426,5.435264019,4.898296992,5.480519291,9.042637576,9.695126468,11.44191867,12.40869586,12.90677612,11.37524225,15.83746576,13.02931928,18.49804467,17.69438697,19.46283975,18.94954555,21.69340454,23.62841774,21.87466362,24.29446989,0.91975382,2.378638206,1,0.279671615,0,1
84,1.231949948,2.548269459,2.445982209,5.144002607,3.773840792,6.406258904,5.356138756,5.99007669,5.790962399,11.44481728,5.853260281,11.75303003,10.67566429,12.35992135,13.22736717,17.13292111,20.7551192,20.53131378,13.89969369,18.57457018,20.22290934,19.79932644,18.10114614,19.06890057,0.943578216,2.189781412,1,0.070876551,0,1
85,1.465205072,2.191180882,1.781731186,5.798262615,4.255221341,5.717227657,6.906881247,3.544909309,5.853753691,10.11084441,7.775047332,9.180918863,13.72181986,12.04495551,7.695445086,14.50404269,10.90837913,13.61237211,13.89825966,18.61213347,12.70696815,14.41452744,22.66467171,25.41295612,0.934640914,2.192977262,1,0.015991871,0,1
86,1.954665242,4,5.89329429,7.70566492,4.034942162,7.359246758,5.407733885,5.088572722,8.967901853,10.44408774,12.98215317,12.42462254,19.92603379,12.73557845,8.181138731,9.129362936,20.91606836,23.1048088,18.30272577,19.90038044,19.95004904,20.81998863,19.79135695,16.64273162,2.178393787,0.66630007,1,0.027128304,0,1
87,1.953164659,3.957624676,6,7.660501008,5.181300882,6.89248852,4.883188796,6.74511884,8.847026307,11.93215089,8.988061962,12.95936365,13.63897051,12.37005913,10.62675438,17.68286565,19.18850395,23.12980573,21.1800628,15.8627165,13.53202906,20.33145654,13.33919369,15.43040658,2.179314437,0.658923737,1,0.071557888,0,1
88,2,4,5.492302846,8,4.90348194,5.481331831,6.055590595,5.550316343,6.199737074,8.907916251,7.310596408,12.29021586,11.89476846,14.87371286,12.6002756,14.11828113,25.15972434,27.63640229,28.35265958,10.2644473,16.90418339,21.88727297,14.06598588,18.24685641,2.15966226,0.727360461,1,0.368625389,0,1
89,1.93845866,2.995002459,3.997932468,6.741664876,4.914598361,5.302158541,5.79617633,4.778489623,8.676884513,10.21854928,9.325925625,14.15200418,10.03479356,8.629659579,17.11614281,15.40356995,23.67839652,24.35313096,20.06059594,21.14229861,19.03039069,18.44282346,13.35199769,22.60390424,1.599103928,1.006087604,1,0.350813366,0,1
90,1.545415264,3.487157702,4.102428806,6.95334599,4.213090635,5.25786854,4.959183939,4.710932184,7.621267634,8.9172262,10.42018959,15.23881916,10.71258794,9.408503105,11.6689243,10.5029775,20.32788929,19.27269164,22.70513007,18.80948015,18.20971374,27.15113944,18.49349921,24.69655786,1.586493875,1.009396051,1,0.035310007,0,1
91,1.31443173,2.488455035,2.502066085,4.948433874,5.199105558,4.471978736,6.66467217,4.744384142,6.111709744,9.144248673,9.537946482,14.1183024,10.83544535,13.33200309,13.54133976,14.26936199,11.65695868,12.65121328,20.19195468,12.92242126,13.18021724,12.51007684,24.03939212,16.14067614,0.95269881,2.115860078,2,0.08630705,0,1
92,0.40600143,0.82975643,0.436884478,2.637910972,4.61444765,4.089516514,5.988652533,5.128110787,4.940831391,10.25020891,9.600889729,7.790291483,8.773513379,11.42612479,14.43637888,17.68188481,8.196697677,11.1415326,13.83423705,11.24385452,15.84233326,14.33319925,20.45625183,22.91579572,0.253850025,3.3419068,2,0.197965997,0,1
93,0.655968498,1.048451092,1.894899985,4.306433289,2.982279217,5.786307432,4.127648169,4.864483454,5.181600242,9.277179432,11.59546833,9.787837918,12.28729569,5.42212267,12.73157531,12.0034813,15.00178087,16.22422116,11.57329759,15.2443493,10.46977694,17.58552166,18.05501418,18.82153845,0.477448984,3.196450788,2,0.170856052,0,1
94,0.433222487,0.220360296,0.578487223,1.81356871,4.082260861,5.894803689,5.372512123,6.131847128,6.731496754,10.06635536,8.933714504,9.887711424,11.93453281,7.980066404,18.82210813,18.98181435,11.82123177,11.09842072,10.00214025,23.37065985,12.06965534,10.95611589,21.60513628,19.29095151,0.226863279,3.887259349,2,0.080002215,0,1
95,0.700244723,1.336116152,1.608420718,4.033941433,5.030406707,5.786682036,6.744893347,7.01702227,6.239402702,8.880971322,8.021784461,7.255413152,14.41103702,11.13586846,16.96996809,16.24854352,14.36318149,17.86647091,16.46456239,11.91943027,17.35880166,14.25903485,27.00449843,25.70424116,0.495504671,3.136498037,2,0.073533129,0,1
96,1.253025584,1.497805343,0.727659547,2.921363559,4.534591577,3.622655917,7.012857554,4.69249496,5.990559991,8.998101136,10.79380402,11.81118399,9.886898347,7.905474999,14.03270747,10.90086133,8.821482031,11.28558034,18.09970416,19.81322125,24.04597932,12.60199281,18.56560993,15.81626432,0.496878991,2.950184753,2,0.103682409,0,1
97,1.270022301,2.243868504,3.36911961,5.294440853,3.193877873,3.699851628,5.772985637,5.255168429,7.509855384,10.12703813,12.66184404,12.82148705,11.70416825,9.072239695,9.950579872,8.410862951,15.42518054,12.98363014,16.99491084,15.11939901,19.21789084,17.57862094,15.70466173,15.3685584,0.985853018,1.743696498,2,0.32352445,0,1
98,0.958692807,2.988820374,3.992776501,3.832003057,4.276448121,5.60365471,6.742817605,5.766047943,8.119382339,10.62100534,9.530323792,9.768352961,9.65132856,8.333856431,14.77631039,9.10059326,20.99025596,22.24514493,13.28084457,12.54183351,16.65371555,24.93305814,16.65541467,20.52691199,0.982070093,1.835553624,2,0.070780433,0,1
99,1.683144101,2.963053557,4.194271351,6.821928698,3.976695985,5.09620037,5.273023284,5.593742615,7.964395326,10.68047607,6.807398402,10.16308559,14.74674399,16.4464701,8.70568832,15.4024164,23.03450758,21.83715809,13.34176942,22.00895844,21.56468399,16.42400626,17.11779988,23.13646181,1.528458467,1.266487295,2,0.092332981,0,1
100,0.196017365,1.073118482,0.338864974,2.334075984,4.881453048,4.212495952,5.478537776,5.688076477,5.706666973,8.230005783,9.174228152,13.19483803,11.0918825,9.418972902,19.99512243,18.10889777,12.90347526,17.03266285,13.93355262,15.55289385,18.71807455,17.12158066,27.04744835,22.89284657,0.252588611,3.537370673,2,0.084348108,0,1
101,0.047106784,0.510209631,2.243898357,0.866884465,4.038391064,5.302973994,5.247266031,5.653543714,5.061367616,8.935305383,8.454646923,9.958785764,4.157298656,13.31501933,16.08890263,17.32057977,16.32980298,12.37340533,9.324407982,24.48563028,20.07131977,21.85928604,17.60397487,15.35056826,0.240054079,3.779515468,2,0.070697364,0,1
102,0.264423314,0.377395537,0.955466994,2.320997772,2.647725084,4.794626306,5.212483704,4.322914942,3.914867418,8.444053198,8.776529416,9.477473719,7.016475856,11.03170056,12.65535608,14.36404236,14.70985535,13.81833644,10.18452131,16.35600677,15.87649757,19.18714674,21.86237274,21.64074885,0.242352498,3.644533314,2,0.069110704,0,1
103,2,4,5.700259605,8,4.190197112,4.883140171,6.111483214,3.723498212,8.398237436,12.4570366,8.707608984,9.466078542,13.98227184,13.15067179,9.137632573,13.58901252,21.62356375,27.20803738,23.7624475,7.118594903,15.98441687,24.67028123,20.19210061,13.21334385,2.20063078,0.439903758,2,0.13183768,0,1
104,0.808493002,1.058902346,1.501854027,4.859054254,3.451700792,4.716786004,5.101900281,6.533109687,6.582152374,11.96811254,7.912652036,8.7499293,8.320157563,11.94238452,6.100691995,16.21050872,7.780553962,10.46978838,14.22878657,14.92009777,14.74986264,16.52281155,17.83422111,23.90130939,0.501381796,2.749093236,2,0.084577973,0,1
105,1.157636515,1.731217397,0.910956199,3.089712507,3.532349586,4.9040388,7.734238425,4.756537706,6.890651227,6.719953902,9.910638294,13.50364884,8.593257485,10.36971077,10.8495706,9.724077528,9.406442611,9.370783427,20.47327356,18.49340155,21.03075351,13.84780646,21.34469755,24.531924,0.523103197,2.674163381,2,0.077178673,0,1
106,1.608321317,3.075109064,4.282312185,6.492903881,4.374255598,5.712848569,5.904558517,6.33872333,7.309496487,10.17769298,7.344367767,10.40829748,11.53971952,17.63000406,11.50121562,15.88710136,21.04659643,21.1282231,20.95655082,12.06758812,17.17739169,19.91202976,22.50971173,23.72468151,1.505445277,1.569403507,2,0.348659834,0,1
107,1.66635496,3.071755306,3.503234062,7.463182449,4.036486359,5.067979853,5.074820995,4.660480523,5.689344877,9.862826303,10.87513246,11.87889702,13.41186512,9.706693746,8.875199997,13.69926398,15.52416404,17.11096867,19.4656159,12.9418377,18.47775736,25.41471607,25.80295996,15.38928568,1.512141963,1.386408409,2,0.090017807,0,1
108,1.035631872,2.660740043,3.464711126,4.619171417,4.333993771,6.443527154,4.827079664,4.959889866,5.310949093,8.333845595,7.581701122,13.71648157,10.91295514,14.28424576,12.25257614,16.63341334,14.2344645,14.18237902,16.52049679,16.14176378,13.88028631,12.11614934,14.49285404,23.47993851,0.966899109,1.980274626,2,0.087222071,0,1
109,0,0,0.418371505,0.435251581,4.201363676,4.724488497,6.294175823,8.64232682,5.457117304,8.710354842,9.241198648,7.089499405,10.86247156,11.41515916,15.98378346,13.71065804,14.2067708,14.77028218,11.21902128,18.96299505,23.76946756,15.50688142,20.34090949,26.48462748,0.168271085,4.068995043,2,inf,0,1
110,2,4,6,8,5.619834535,5.283607193,6.866614749,4.425377928,9.233234057,11.02084191,8.215692917,11.04222024,11.44598113,15.49149554,9.883527028,13.11117471,19.69931408,20.35011162,26.09414894,13.6067058,16.39424333,22.77537472,17.78295058,21.47779975,2.226734263,0.226734263,2,inf,0,1
111,0.219299897,0.427496316,0.221628875,2.252285108,3.52723768,3.664088462,5.389198862,6.459224416,4.801270024,7.073175453,9.834121863,13.60685814,8.168972755,10.25725267,16.19462813,15.05655187,8.923489657,9.905859511,15.43367547,18.14270963,12.35942182,12.40274156,21.86935104,20.25695395,0.208184642,4.02741838,2,0.075763204,0,1
112,1.854943191,2.950826658,3.253190981,7.613894201,5.204365997,4.989466055,6.080603813,4.844612465,5.586479764,12.01464864,7.351084189,6.740307944,13.70690716,13.4563115,10.9004617,18.52072109,12.26890242,13.10016934,24.57335296,9.55527111,17.78713519,21.5095982,23.89949915,18.10607491,1.570561713,1.140685435,2,0.104379715,0,1
113,1.019050003,0.61807878,2.198247382,4.788124709,3.750058678,4.953352015,5.504348603,6.779131802,7.651571315,9.113721891,10.15550806,12.73365364,8.80063142,11.64986448,9.664022707,10.98643061,10.06117232,9.722012908,18.95044462,15.13042128,10.77858633,16.45202859,24.00378144,17.74249183,0.553780955,2.550359224,2,0.232295926,0,1
114,0.988074388,2.751331904,3.264083998,4.558414178,4.669394825,5.629267886,5.569026519,7.065417626,5.368137416,10.22924086,10.01834298,7.516004774,11.8826897,12.94323856,11.74467155,17.86269262,8.695222109,11.44295164,26.81419853,7.385675408,14.48230097,15.58607603,17.97019412,15.77183897,0.925734411,2.235052128,2,0.121707265,0,1
115,1.051736962,2.638805869,3.690059562,3.687846304,4.903258453,4.522214777,6.521049808,6.014490495,7.385559663,9.220233844,11.20557702,11.0760345,15.20290948,15.83760591,11.83436055,11.90322269,12.75982043,17.0359356,15.21319876,18.08663449,24.72482196,16.98102577,17.66391956,23.30709362,0.923281307,2.528581368,2,0.262757642,0,1
116,2,4,5.54369261,8,5.573836933,5.053681479,4.230116849,5.386374113,8.343272104,9.990947664,7.522725723,11.16275194,15.85051205,12.662514,14.04468925,12.2880407,23.40891662,25.53347156,30.43011871,11.84174879,19.88157409,19.87424344,17.07925459,19.8813228,2.190874917,0.666355116,2,0.108309255,0,1
117,1.97377993,4,5.458793566,8,3.813565113,6.517724094,4.530230086,6.536814642,8.285628631,9.059200995,9.112931661,12.30957151,12.24356144,15.95858692,11.97390576,14.97758668,14.02323275,22.85832535,31.55110197,8.137801748,18.67674081,20.54609658,11.69216955,19.60777688,2.168305547,0.959680698,2,0.328981352,0,1
118,2,4,5.460469421,8,5.43859405,6.865833996,5.809751871,5.175707618,8.405465264,8.739186247,10.23082918,18.06472252,9.735364282,11.70884188,15.31639255,18.09556315,25.23744524,22.62179188,24.93220725,12.88232224,15.47688539,17.44209385,14.67215068,20.1045653,2.169175525,0.797342799,2,0.087306109,0,1
119,1.712697856,2.857115694,3.899146851,7.983805926,3.541642339,3.833038291,6.64406689,5.144340501,5.718532357,11.22515853,6.530112661,8.272935052,10.70115371,8.689579496,10.09306534,12.12823575,22.36744597,24.84157289,14.77936014,7.733561317,16.52451829,25.17438047,21.38590073,16.35955866,1.604249671,1.006902619,2,0.33749246,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
function,WFG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generation_count,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_count,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_alpha,89.11244315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
population_size,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimension,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
