parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.480583033,2.035444491,3.733917004,5.658880095,3.483637738,4.799908261,7.983744402,8.473083147,6.141928284,8.494561704,5.914968628,11.15450271,9.592811872,9.476915313,10.82218506,10.86009211,19.61676102,8.068045004,16.89834191,19.13390942,17.10855449,18.99393611,23.10386786,23.55425378,1.419447869,1.551199641,0,0.03659293,0,1
41,1.602498179,2.844677491,3.941676241,5.847864406,4.297996414,6.054786219,4.902037073,5.963493435,7.731127043,8.732707215,7.904185864,9.872945684,9.159609161,9.939474318,11.88611211,10.01190458,18.0042173,7.280767979,15.90707144,14.90474755,22.08637369,19.76585366,24.51809992,26.65264755,1.587019395,1.236498065,0,0.036072979,0,1
42,0.610666649,0.900978298,1.147282107,2.840866208,4.054680137,4.642094912,9.235096367,10.28495811,6.746194366,8.493992236,7.600092081,9.171156865,10.80761405,10.66207051,9.378390239,10.6443465,13.0048645,13.18849235,15.62284416,19.14286772,19.17786902,22.19740181,21.23758514,23.04255698,0.663389093,3.048039304,0,0.035806729,0,1
43,1.253899388,2.214851599,2.676852129,5.621175264,4.658989619,5.280237322,8.70693499,9.635963859,6.390359828,7.248039876,8.72403765,9.16223501,8.937099849,10.07453861,10.24826517,12.17841386,15.94170519,13.55238655,11.60065053,15.48700069,20.06700536,22.07653532,17.50168216,25.40009757,1.289809074,1.79563179,0,0.035580255,0,1
44,0.466879635,0.629832349,0,1.939062263,4.110871057,5.179417719,9.071420527,10.99370716,5.703237982,7.898579877,6.40216438,11.33702629,9.974111939,12.71601947,8.905491025,9.853888331,13.20038587,11.89290082,13.81345927,22.04455121,15.47216369,15.86559688,21.87570006,21.4838008,0.459361147,3.509440116,0,0.03534379,0,1
45,2,3.424909107,6,8,4.701381587,6.327239623,5.989887508,4.541682938,7.176108568,7.891846354,6.595282252,8.967264816,8.754893883,9.179613659,11.48111206,12.786903,19.7081766,7.22165798,11.70584962,16.5475113,13.99949519,15.48986248,26.43200051,30.55071245,2.070329317,0.285988401,0,0.035161851,0,1
46,0.412247314,1.44587638,1.116056865,3.162644825,4.247949569,5.382117527,7.577198971,8.44421824,7.169471392,7.434788289,9.042354845,11.10961932,7.992817986,11.82506292,11.20554311,11.69390084,12.54579008,15.27722145,11.77170047,18.13087335,17.89109727,18.39948814,19.15685826,25.71048748,0.693800471,2.970401222,0,0.034975984,0,1
47,0.675730333,0.927977671,0.880207526,3.75123748,4.816164553,6.137451076,7.37056247,8.430700907,5.904222313,6.777473773,7.582224034,9.015595928,9.707423453,10.48302179,9.345337163,11.56763772,12.45886412,14.9912004,12.97983723,18.90441826,20.47940118,22.59243239,19.33766395,22.80916744,0.711791178,2.933592893,0,0.03464952,0,1
48,0.523774621,1.022827305,1.547378347,2.699247241,4.284362635,5.880778612,7.740573885,8.054618168,6.64400917,6.977580554,8.269280573,8.936038149,11.28075163,9.451821104,11.92129067,12.34130266,16.61957552,15.30766578,10.66725982,17.57309426,20.0315472,19.28255705,21.49658839,21.76198663,0.680634841,3.011290191,0,0.034590369,0,1
49,1.15558985,1.035737723,1.848260319,4.37403134,4.660845749,6.076751327,8.862078744,10.10142219,7.224216813,7.489658108,7.380668161,7.201548826,10.51398223,10.39255919,9.209550828,12.67070308,16.24247191,8.107446937,13.29135313,14.03583177,16.67125211,18.67842633,20.31093035,21.60612024,0.978713599,2.44142361,0,0.034447815,0,1
50,1.045692304,1.465768966,3.416172917,5.120357049,3.997031289,5.71917664,6.479975894,7.686055058,8.070556974,9.17612574,7.916862135,10.68265775,11.41295248,9.831037182,11.25285503,10.68910679,15.39809191,9.860096012,11.93704798,17.22552173,15.16268426,15.32247685,21.57584541,25.989382,1.173606587,2.025563821,0,0.034241078,0,1
51,1.072891644,1.56367019,1.590550099,5.275983388,4.308353734,5.147197292,9.379851422,10.08073907,7.953095403,8.914704113,8.038186955,10.08754763,9.384592814,10.98219604,11.02933289,11.65556101,15.77626304,10.10879816,12.63991556,13.95370043,16.08815035,17.55905388,15.58098422,25.32360667,1.048076065,2.2701466,0,0.034151968,0,1
52,1.472919493,2.487807436,4.215031534,6.343566885,4.240226351,5.251294143,6.660338551,6.977601252,7.388049854,7.337757321,7.813845853,9.394465541,9.02918341,10.37542927,11.70012099,11.92009179,18.78566523,12.2149238,13.29607167,18.43033624,17.61889352,19.29257788,24.9903988,26.30830932,1.551766729,1.270972646,0,0.034110429,0,1
53,1.324944221,0.913030363,3.101912003,4.311989226,4.126966118,4.797902174,9.30673591,10.51215254,7.852073741,8.798125836,7.987247621,9.032085333,9.925199013,9.378900564,9.686710398,12.70627208,16.46226151,11.09277312,9.914395143,14.63490634,17.04858989,17.92400324,18.69370334,21.7832161,1.095039208,2.174968675,0,0.034107799,0,1
54,1.952595258,2.242663165,4.296206069,5.6107486,4.521482092,5.288530936,7.142056407,7.05763539,7.564193321,8.601967443,7.198132564,9.554787374,9.611811939,9.663908057,12.10691503,13.19866162,18.3795567,9.189005081,11.76762266,14.25240775,18.20968249,18.86708239,24.12139506,25.61032813,1.591183059,1.159671049,0,0.033995623,0,1
55,0,0,0,1.922461025,4.328916843,5.694980319,9.599940615,10.79379937,6.637097539,7.080268061,8.713815602,8.35046149,8.900794701,11.23408036,9.960235734,11.44753843,13.21714194,14.28914446,11.66797696,16.36155584,19.58672192,20.45783378,14.85679646,19.5723949,0.224324736,3.863863294,0,0.0333321,0,1
56,0.648740122,0.465287104,1.921335085,1.449047324,4.14809749,4.691374674,10.69900031,10.74664011,6.855834704,8.281293917,7.974739295,8.798071271,9.788803553,11.75430615,10.52554327,10.42153656,10.70927524,11.91261053,10.46354092,15.32533981,17.66653006,20.23156827,20.55593969,20.91120481,0.604190384,3.191122484,0,0.033327358,0,1
57,0.39402685,2.006319022,0.541229352,5.281212008,3.914256587,5.426393225,5.906065634,6.907780848,6.490082363,6.536286223,7.859519525,7.394359575,9.271713118,11.25760429,11.74305353,10.45460594,19.1952232,15.97679172,10.32798262,14.40192754,20.10930751,20.76184027,24.31342285,24.3717536,0.859822303,2.686397943,0,0.033083023,0,1
58,0.72824178,1.15544181,2.04724312,2.891595492,4.53688189,6.681521266,7.588400383,8.530400032,6.993791223,8.296770954,8.000880905,10.86680142,7.894164655,11.34668374,11.04595375,11.40976672,16.39775289,8.989753101,12.17822702,17.73827538,15.18512438,16.50023067,13.79245561,21.2679299,0.806707475,2.773250526,0,0.033065431,0,1
59,0.704989862,1.008439685,2.017466663,4.306101247,3.763281314,4.446312432,7.67076577,8.406277907,6.222238338,7.118976885,6.572241967,8.412181669,8.831843025,11.37063744,9.699347598,11.06727297,16.51744911,14.71671211,11.57456366,17.41323222,19.35593691,21.95922025,25.30474917,22.929557,0.862602078,2.64393415,0,0.03284339,0,1
60,1.166132375,2.705162684,1.54497905,6.211901319,3.82845244,5.575770041,6.275940407,6.363157557,6.487208468,6.911295549,5.903904594,9.965079395,8.604647775,10.38207129,10.5871992,11.65450392,15.70408182,12.89187158,14.36432488,13.95286653,19.13542343,17.35104321,20.60665687,29.75065405,1.274322695,1.834311147,0,0.032094137,0,1
61,0.763438305,1.026895337,2.013976633,3.51817569,3.937025577,5.107256499,8.300048611,9.960901158,7.536669761,8.031941238,9.02634125,9.059536765,8.880041098,10.85262923,9.895233728,12.07288387,13.28862506,13.52074142,13.50518342,17.61293314,19.66963883,24.00676293,21.38006833,23.12889159,0.827949969,2.707133389,0,0.031907732,0,1
62,1.382424761,1.696700669,4.168112822,4.833653212,3.690194855,4.810611841,5.802860425,5.419426636,9.180611643,10.60295188,8.702812323,8.905766463,10.45495879,11.01757845,12.55320201,13.92191611,17.36602812,9.331992109,17.8943321,16.62985609,17.24954431,16.88389014,25.23537238,24.87647764,1.326098546,1.704679042,0,0.031835721,0,1
63,1.595941421,2.811531586,4.605156611,6.266336065,3.852486507,4.857102204,6.942905912,9.182755437,5.539725599,6.223100154,7.185535406,12.49829171,8.53806635,10.07023304,10.51237077,12.61660928,18.18151566,11.25739847,10.89350691,18.34138762,16.03595018,20.15801729,20.18090227,21.99438917,1.668804719,1.091297143,0,0.031805593,0,1
64,0.723352173,0.443043374,0.695655122,1.576223471,4.976377739,6.04635683,8.403764498,10.24076741,7.58370603,8.898104575,7.684268255,7.570742193,9.597224405,10.01103368,10.20828352,11.95931588,13.0467764,12.48683351,13.40582949,15.28322446,23.55319164,23.43311754,16.82792341,20.1342295,0.509243984,3.331132908,0,0.031783125,0,1
65,1.649136853,3.35892502,4.642246565,7.475906438,4.193313339,4.809751618,6.627951226,6.493790064,7.156120468,7.381942905,6.062641719,10.64945313,10.32941273,10.06722879,10.42083465,12.61527445,19.09663041,9.031145613,15.42382645,17.75980867,14.78939831,15.92153281,26.38620944,29.38539538,1.811868115,0.753124494,0,0.031746966,0,1
66,1.910146222,3.041854613,4.324621243,6.965197632,4.583984551,5.998463823,6.703855607,7.809946422,7.368948922,7.274418713,7.486079833,8.983921369,11.10385995,10.58359655,9.823298772,15.07039379,16.12183024,10.50090542,15.23740052,18.14299804,15.12645536,21.24452825,25.6754296,26.41770539,1.792284143,0.83184913,0,0.03165537,0,1
67,1.372705278,2.531212994,4.009339804,6.334915536,3.747987674,4.564193171,7.369745615,8.100029588,6.755455441,7.445186486,7.156219948,9.777105093,11.19112278,10.37211002,10.6326291,13.04762587,17.00892722,13.07217712,13.66623469,16.99905556,15.83126278,20.27466502,25.77122409,25.42708889,1.51362956,1.344764115,0,0.031654646,0,1
68,0.496758609,0.158918326,0.143068574,1.637069819,3.363089614,4.455936585,5.920838116,6.707577126,6.530860285,7.714089253,8.13960199,8.331797916,9.089100113,11.34084081,11.24553024,10.49006397,15.73521442,16.33003907,18.51865394,16.07231946,26.01649731,27.95445416,24.34226861,24.92572366,0.369384869,3.594503805,0,0.031535227,0,1
69,0.611844983,2.151429115,2.200174429,5.454466061,3.786154601,4.038098147,8.272103148,9.356762552,6.932696958,7.157740884,7.162998536,10.48614785,10.41759446,11.0316703,9.731004687,13.53154669,18.61469777,11.42479883,14.04741791,12.67850733,16.11586836,18.43766736,21.16658872,25.1940258,1.070487295,2.232061646,0,0.031340214,0,1
70,0.364696683,0.061497013,2.322687549,2.584067126,3.682159623,5.158543363,6.024067107,6.705888451,6.119373024,7.835812816,6.202946675,10.22978119,8.672457127,8.423856624,10.10006297,11.58988112,11.48325312,12.47487105,12.19173211,17.18655141,23.05966285,24.23039739,25.55643738,17.91951113,0.574500499,3.212732134,0,0.031327147,0,1
71,1.98941253,3.204865908,5.266612,7.166408324,4.053614654,5.365814948,6.077518158,7.118212417,8.107222356,9.015887766,7.498212187,10.98639924,8.264354238,10.7803617,11.52852076,12.13963416,18.89294624,8.345277909,14.73812709,16.05432841,15.74651873,19.10101978,22.11686581,28.97069289,1.91750285,0.563264176,0,0.03112326,0,1
72,0.862009203,0.865141952,3.518784915,4.299083233,4.253353083,5.524812781,7.959938508,9.686766553,7.629062743,7.599292865,8.004451794,8.91483699,10.39185082,9.611843306,10.45910409,12.04733375,13.84804393,12.54253477,15.15493874,19.42686316,19.8050828,23.19865813,20.16803572,20.72888396,1.007614513,2.350905044,0,0.031064629,0,1
73,2,3.285164206,4.855396515,7.980512588,4.722349201,5.423992692,5.459253949,7.163245441,6.544395518,7.513420648,6.971787938,12.06339723,9.252161708,9.434217988,9.869193366,11.66767009,19.95544639,9.341242642,11.69255505,16.45677902,15.20127986,17.3074401,19.42093836,27.64263094,1.946748103,0.504616287,0,0.030941945,0,1
74,2,3.89467466,4.431298652,7.533351227,4.352750624,4.98762806,6.110447238,6.745335484,8.09388259,7.293035185,6.16367964,11.63727052,8.228870783,11.0026317,12.11742435,13.3070521,17.15010033,11.52437353,17.08190388,17.08772109,19.24918456,21.13955688,22.8026764,28.77550167,1.967432847,0.486601832,0,0.030893306,0,1
75,0.348849964,0.916876805,0.904073481,2.039809824,4.342854459,6.327884068,9.27618961,11.22682827,7.700284775,6.958195518,8.175583974,8.709904745,10.86000187,10.90942303,9.920925137,13.10544116,13.20918261,14.47658219,15.63774328,17.35984582,20.42983469,21.12084193,14.509711,20.56448798,0.534725992,3.320777005,0,0.030876177,0,1
76,0.533686691,0,1.085236188,1.819694631,4.087875643,5.354517729,9.572777217,11.43312903,6.235045755,8.04998845,8.061411185,8.284046025,9.724376768,10.1720879,9.833011883,13.17262816,15.71334441,10.78927703,14.47981365,16.68422431,18.31788483,24.27804745,17.70336176,17.73497203,0.460711501,3.447944693,0,0.030632839,0,1
77,0.082622397,0.424495176,0.448884322,2.751648876,3.678428284,5.455907821,5.586179354,7.262404318,6.683113923,7.772017898,6.549742702,10.94283207,9.982116444,12.2644146,11.69257619,9.079181994,14.26367787,12.67564742,15.13226972,18.6450388,17.68108949,17.89850856,22.45225883,23.68001794,0.40558396,3.556276227,0,0.030557569,0,1
78,0.212539737,0,0.98349532,0.821386198,3.782554834,5.134304017,8.627524493,9.524873087,7.827198172,9.164331909,9.478455846,7.975543687,8.27383018,12.35497523,12.41255104,11.66005874,14.21849562,11.96112939,13.70889568,14.96014059,20.74508488,23.8088751,22.51924942,22.010226,0.318338735,3.75905019,0,0.03037824,0,1
79,2,3.750821551,4.873850185,8,3.553827597,4.669203866,7.31925751,7.492044146,6.664183014,7.588830574,6.37627359,12.26203671,8.048013392,10.18755535,10.74604648,11.78659782,19.00654615,8.679188195,11.66157307,14.92668095,14.90698488,15.38281758,22.165927,29.20959947,2.003683122,0.378662494,0,0.03015603,0,1
80,0.210616249,0,0.111209187,1.659155983,3.808827683,4.489983923,7.099500688,7.379556047,6.309743758,7.833651073,7.717360135,9.367584361,8.130397292,11.47326075,10.91417981,11.06534177,17.10524374,13.40019575,14.54867723,14.0249476,23.87431475,22.74246124,23.11149027,25.38395945,0.281638526,3.784782296,0,0.030136768,0,1
81,1.246981491,2.263289381,4.29074107,5.997342198,4.333060899,4.562290642,5.185033231,6.079373924,10.54076652,9.776936539,7.212317026,9.64893832,9.783408672,10.18538088,11.12885171,11.25197462,18.30141672,9.191477446,17.42951133,17.03220527,20.0762924,16.92893375,21.69184079,28.22044297,1.464446608,1.483290042,0,0.030119944,0,1
82,0.671252948,1.665447899,2.234728086,4.305256481,4.385333187,5.597846244,7.454528953,7.182447143,7.023604043,6.892870268,7.440402613,9.521207499,9.717690287,11.33973101,11.07985233,9.661913034,15.43248385,10.33395452,12.13838169,16.79311421,14.96148328,16.91847622,23.1347658,27.62751826,0.951741227,2.457840942,0,0.029945649,0,1
83,1.001731747,2.029535912,3.867038628,4.89829065,4.435774313,5.575406433,8.966486989,8.799861173,7.637642108,7.715742956,7.782807193,8.877057383,10.50719139,8.080537682,10.17115623,12.41050752,15.05832157,10.81518149,10.73281773,17.43661674,17.90167663,18.65095255,21.8274076,23.06772322,1.257903093,1.860339161,0,0.029775384,0,1
84,2,4,5.601982053,8,4.134348043,4.969499703,4.595606251,5.790068733,7.698144331,6.105219358,7.040180534,10.43334399,9.635892673,9.45081783,11.96550102,12.84760266,18.43300802,12.63374963,14.58113572,19.34855677,15.54501324,22.80804412,28.80476404,28.29593868,2.109381209,0.208885696,0,0.02952877,0,1
85,0.183230855,0.40750608,0.2990945,1.252832834,3.566948641,4.704222584,9.505752447,10.18777178,7.067612504,7.449091292,8.62857872,7.844928398,10.76678883,11.49943383,9.483956543,12.24129217,14.17204191,13.96074565,18.12087451,17.63905574,19.45162503,24.65647153,22.05170575,23.18292444,0.330193774,3.730276071,0,0.02950257,0,1
86,1.784448877,2.997032718,5.095289045,6.78558611,3.730090601,4.089951351,7.335623734,8.496924622,7.565225739,8.479284315,7.785651577,10.25438204,10.98139705,9.413661875,11.39985035,13.02468005,24.02257822,7.62686875,13.00182125,12.98546186,15.23800002,19.17384759,24.11160717,25.54239434,1.807385854,0.79904227,0,0.029473678,0,1
87,1.018164724,2.105710437,1.882110753,3.802233012,4.014650889,5.405491635,7.310241825,8.309605815,6.973731934,8.328580801,8.754346383,10.17771366,8.579092482,12.2887333,11.07753137,12.2174808,16.64178986,13.37185366,13.27264035,15.6598958,17.21842259,20.0417609,18.90160903,23.96328414,1.035426586,2.298715251,0,0.029466362,0,1
88,1.621338237,3.43148752,5.517129724,8,4.075166454,4.07847779,7.005472069,8.121672589,9.534652401,10.45953674,6.764066182,9.546844477,12.96321653,13.79290682,12.95668026,13.71322375,19.74138439,8.472760038,16.30417848,12.80474933,14.00513702,15.53396646,29.05968134,26.62715441,1.942342255,0.560248326,0,0.029251497,0,1
89,2,3.1517975,5.519648801,8,4.119288875,5.35322802,7.156953817,7.835565989,7.260915938,7.828843701,7.070113125,10.1073935,9.350872919,9.653347272,11.2331813,13.07314485,27.17787805,3.874175266,12.91765577,13.36166521,11.89558363,16.31926447,24.62213835,28.08016394,2.000720791,0.438884529,0,0.029004986,0,1
90,0.895293662,3.122001386,1.959664256,6.445249171,3.510058453,4.159814693,8.303538604,9.777614428,6.025886666,6.76865468,6.711971838,11.49218061,10.11738338,10.71489199,9.523428426,10.9717086,17.9538027,17.42893184,13.16154038,20.96563722,18.75697122,18.28164166,22.18706229,24.29891428,1.316282864,1.775661814,0,0.028957912,0,1
91,1.425783958,3.909506689,6,7.950131323,2.354980792,3.407434256,4.502955882,4.90344465,9.484677921,8.845159386,6.981269337,9.984293828,8.048202109,9.83207215,9.900147616,11.34198917,18.60526135,9.332146319,13.04919853,15.02186528,14.86013268,14.8675845,29.98574714,32.14680346,1.986664211,0.460611611,0,0.028524667,0,1
92,1.134154368,3.00512284,2.975748915,6.543066331,4.657387336,5.680246852,8.122469125,8.448484656,6.589555318,6.458866582,6.487974522,11.00605276,10.27017039,11.88282916,10.92660064,12.36708771,16.62398681,9.842454066,13.99439389,14.44019642,15.2695278,16.5949427,18.72375266,27.09010636,1.438351734,1.490052727,0,0.028430509,0,1
93,1.09851192,1.343824813,4.010508648,4.626843864,3.55123299,4.338277261,7.700026443,8.840393427,7.76765212,8.356546431,7.864336764,11.12506582,8.366540979,10.9003587,10.95364493,11.20154268,16.76434708,8.941051233,16.08170157,17.48565185,18.76002484,19.93158261,23.14005032,23.8164382,1.181214952,1.98323632,0,0.028408328,0,1
94,0.128742324,0.550085138,0.001559474,2.703487684,4.380345667,5.590899093,7.400039793,9.410898888,8.425574561,8.705701111,9.025225929,8.895687041,10.10075614,10.67169041,10.43064828,10.35048491,13.05229215,14.14436441,14.8267187,16.23810609,22.17991024,21.21965692,15.52210033,24.33107684,0.399506309,3.58937383,0,0.027595696,0,1
95,1.548790279,2.0082792,2.822685664,3.932080439,3.772549185,4.207306771,8.730433866,8.817593992,6.441457042,8.003177652,7.864677296,10.04851027,11.22705907,11.82216228,10.54775297,11.37733411,17.23680327,9.211509478,16.45330675,13.94407914,15.44230604,16.36124887,24.34886235,26.26186699,1.237365441,1.879731534,0,0.027237754,0,1
96,0.628251159,1.133313902,3.02521445,2.346442319,3.977026453,4.488908082,8.349641526,9.07844489,7.553947779,7.640731044,6.753510616,10.77716178,8.777014793,9.263890164,11.11788215,11.61630779,13.46822505,14.15803721,16.17272742,19.02820602,24.67200621,26.29957123,19.47161752,20.84290918,0.812821595,2.720378965,0,0.027140019,0,1
97,0.9561377,1.336080737,2.815021133,4.121000518,3.516744829,4.545682361,8.205049205,9.40577105,7.093709589,7.892791541,6.406027573,9.977899835,10.13886415,10.38818443,11.15571834,12.28066336,13.65257395,11.44844923,13.1295818,18.3316815,18.46608634,18.73482895,25.26696278,20.68236707,1.013358164,2.318781733,0,0.026919943,0,1
98,0.071934664,0.029342941,0,1.901419553,3.969183274,5.656701611,8.281333143,8.695538886,6.595250088,7.253234964,8.29953474,9.948863661,7.888032418,11.63679664,11.44258093,12.01388562,10.6068691,16.16392959,12.71871297,15.83384032,22.27467141,21.35683849,17.74334319,23.72610392,0.266259691,3.844788924,0,0.026821831,0,1
99,0.882949892,2.158797857,0.965014752,6.141900308,4.224260806,5.525902761,7.362459243,7.427056512,7.000846437,6.380037927,6.902211836,7.37252708,11.43106724,10.21034644,10.15040861,11.1364347,16.47076332,17.03786575,15.48472601,18.54711376,19.61750028,20.8570235,20.14950024,25.64372812,1.086990602,2.222368991,0,0.026525931,0,1
100,0.374465231,0.501060806,1.567606104,3.378878375,3.844298998,5.175823795,7.160759721,9.940288318,6.364559426,6.758760701,7.549457593,10.85679974,9.430563193,11.27960725,11.39472799,10.69494773,16.55460822,9.994183073,10.28926674,13.58625858,17.34599912,15.22627776,19.26788844,20.03835541,0.623453556,3.129265609,0,0.026395296,0,1
101,1.774161098,2.366486422,4.439863557,5.208934603,3.574832426,4.339582974,6.776827931,7.174485553,7.729187303,8.311197635,8.833705436,10.67756244,9.665469117,9.081299879,11.70368044,12.12703245,21.47950118,8.554394519,15.87452952,17.57277208,17.11401401,21.8984563,27.26269738,25.98617503,1.573801745,1.269107386,0,0.026184238,0,1
102,0.614701015,0.135440494,1.752653967,3.298829277,5.050426428,5.667731259,6.712888493,7.412006245,6.714787213,7.029983142,8.463826024,7.94182846,9.875677719,8.696470563,11.19449134,15.33076997,13.38503526,15.63302032,12.76785974,15.86633988,23.60003086,24.04196597,18.86536095,16.58164348,0.637986642,3.069476714,0,0.025786439,0,1
103,0,0.156070826,0,1.856477752,4.331439866,6.41324294,8.490727808,10.31423284,7.118758871,7.080869807,9.271763353,10.50471948,9.408870213,11.03911721,9.763397821,11.54597618,11.7457967,12.1610791,14.68945154,16.92013404,18.29215659,16.8673208,11.85062667,23.11791757,0.264604032,3.857987894,0,0.025651195,0,1
104,1.123929793,1.331957214,1.453356577,3.686720754,4.568894492,5.874316991,8.581322568,9.606341293,6.054717752,7.620472837,7.811179428,10.812934,10.50320108,10.69883707,11.83847701,11.45668881,17.43480506,8.995855399,14.47259269,15.2161481,18.38219015,19.05695327,19.96405847,22.36013827,0.920583622,2.523553036,0,0.033510309,0,1
105,0.588582669,0.498370283,1.689382872,2.154531663,3.532581231,5.250850208,8.405039472,9.534549269,7.776557797,8.917263309,8.126874931,7.877415196,10.8520772,9.171481747,10.37556949,11.11933168,15.00724954,14.59277507,14.99132121,19.96860713,21.4780566,23.02343031,21.99018556,20.38093403,0.615183867,3.160537604,0,0.025087365,0,1
106,1.381834684,1.801486703,4.111195304,6.202303601,4.027024463,4.311389195,7.307939154,8.328529756,8.289184828,9.7629275,9.374638929,10.52715176,10.98398164,11.87173713,11.26609803,11.15932695,11.73193012,11.12078829,9.816044079,11.61350552,16.2001648,14.59877693,20.22706702,27.72659476,1.428991755,1.526327477,0,0.024730635,0,1
107,0,0.3646236,0.051182911,1.944647614,3.654791156,6.143670655,8.490779074,9.188119944,6.972801783,6.619221594,7.889162325,9.373102447,9.3473966,10.75654962,10.72130433,11.17392308,12.66855075,15.28928545,11.41890949,15.75028676,20.80425701,19.43387409,15.91840772,21.69565406,0.294233362,3.780082357,0,0.024714051,0,1
108,0.798922284,0.873082392,1.899584427,3.131411468,3.980009117,4.604823717,6.720393116,7.685420941,7.607605825,7.711882173,7.355353845,7.332448126,10.21277919,11.67591773,10.89704502,10.92380919,15.12158877,16.46950652,15.28499019,17.2971343,25.01116805,22.12484854,23.87061156,22.13799737,0.784281429,2.795648061,0,0.023927306,0,1
109,0.208896143,0.834679159,0.911539664,3.055931683,3.018995943,5.373247444,7.234442431,7.876651501,7.291299859,9.721517759,7.923322904,8.839433985,9.259426258,11.06065433,10.34157985,10.23212577,15.59623738,11.82679886,13.67757748,16.26264744,17.84361748,20.74782526,21.1011712,23.2917388,0.540455317,3.269906418,0,0.023830302,0,1
110,2,4,5.724138629,8,3.411006978,4.78871117,7.289087683,7.659365393,8.204313467,9.83055253,6.322025293,11.31807544,8.333559525,11.43755518,12.12290149,11.97236244,18.70144157,8.026439535,14.99904296,17.25622628,12.99459433,17.47881859,22.74842154,26.66370225,2.115379771,0.184345114,0,0.023745347,0,1
111,0,1.218779673,0.38137904,4.150137368,4.777753236,6.04539385,6.663983529,7.440233022,5.677724514,6.578569808,6.754350684,7.980455035,11.77154593,12.3500242,8.87438626,12.20796077,14.09769545,15.6177785,13.41229836,14.05256856,17.34640958,15.8867607,18.16155158,25.13512536,0.561108707,3.230570813,0,0.023039423,0,1
112,1.135557751,1.975169371,4.758837648,4.227896559,4.527744337,5.217153593,5.907487437,6.87365489,7.680106641,6.604193287,7.887902013,9.072256982,9.826856091,9.938944636,12.22463353,12.2113612,17.17926605,15.08388995,14.00897541,20.11376944,21.86335111,24.20415772,25.73785139,24.85842158,1.325241112,1.750444267,0,0.02267194,0,1
113,1.118065779,0.017421757,0.983697133,2.395694685,4.639099614,6.053081827,7.211128971,7.343484465,7.495153224,8.207860469,9.171073228,8.002773886,8.988451101,10.41454081,9.842541535,12.63857448,10.60238354,14.74778055,11.59141015,17.58231225,21.93093516,17.53434646,22.91837292,25.14757898,0.635244461,3.095044932,0,0.022214949,0,1
114,1.546771292,3.125571892,4.293250013,7.220714425,5.114965127,5.819090119,4.740156456,5.239793621,7.769765585,6.220566399,7.602996215,9.123404841,8.191194237,10.6192245,10.86673485,11.24348826,16.91492736,14.60550943,11.77927765,17.0359622,16.81068485,22.31574568,22.49205947,30.39420262,1.718840838,0.959476451,0,0.033024142,0,1
115,2,3.953224104,5.99228277,8,3.862291584,4.450998803,6.055461778,6.97946697,7.069788192,6.780650429,6.39611135,12.23626062,8.419669889,9.761586727,10.78144892,10.2152413,22.4041822,6.878794465,13.39774765,15.96271868,13.82468524,16.26468625,24.99673686,29.99562335,2.12431509,0.143785358,0,0.021615396,0,1
116,0.419950839,0.653315009,1.205202644,5.9029751,4.045812848,4.926272546,7.622808403,10.07356119,6.80198044,7.220118388,8.335260037,8.26797909,7.367494401,12.39135721,8.714309387,11.8362741,16.53122877,10.39286486,11.41805121,13.66570531,16.63112384,17.54250259,19.44029918,20.79747165,0.776191721,2.808126971,0,0.020671261,0,1
117,0.929810461,1.367065662,2.868188733,2.80695185,4.681566892,5.59547254,8.427883755,9.068199477,8.239330614,8.573499014,9.166003528,7.353577718,10.39713487,9.408829432,10.97480888,11.52164093,15.12417778,12.56283331,13.27464823,17.23621392,21.25181536,21.14633415,20.29342111,19.65984054,0.94264324,2.489285115,0,0.031973418,0,1
118,0.535759883,0.923954807,0.01325777,2.897391762,4.548157347,5.542553401,7.464987106,10.39833415,8.179087,6.729731503,7.452719216,8.633463364,11.64213988,12.20622861,11.16790607,12.11173278,13.79800846,15.04188185,11.72484704,15.50913439,18.22267402,17.28771376,19.95142648,20.11156959,0.549096022,3.25421766,0,0.020136022,0,1
119,2,3.487896826,4.240920633,5.093991016,4.13672164,5.360030571,7.4956789,4.270922511,6.667259874,7.695409951,7.587879009,8.807269835,8.651186774,9.811036979,14.8935939,14.30965709,12.94590343,15.62186081,11.9567416,16.8417912,22.2135865,18.56617116,21.53233948,21.60887371,1.72464185,0.901327067,0,0.028552139,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
function,WFG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generation_count,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_count,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_alpha,175.4627941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
population_size,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimension,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
