parameter,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1.281797614,3.29261748,4.591513465,7.365986397,5.002034919,4.024805155,5.224147372,8.354870844,4.699301008,6.956736016,9.546359262,10.92963457,5.17885798,13.09517418,14.95557124,9.406571528,12.72830846,14.73302648,15.93572089,20.01623816,15.43780838,22.70387082,30.99413062,15.06915066,1.505026194,2.893663092,0,0.031909801,0,1
41,1.165564207,1.327540447,3.489287441,4.479352274,4.462680754,4.489919865,6.572059357,6.581666006,7.774373018,8.144202678,9.979114757,12.53101643,6.042659977,10.25288736,16.94578,17.99174266,10.52675158,14.67577911,15.89630561,14.21793721,12.28450267,19.99235247,22.06061423,13.55775376,0.50198136,4.001665841,0,0.031443283,0,1
42,0.69477526,2.350403831,3.478290158,5.468562147,3.903543548,4.505015274,4.826264118,8.614052157,9.719381622,6.954565909,8.8248012,7.671027186,11.33403267,12.11480376,12.98110709,11.63863326,13.88260424,17.93815447,18.16318742,21.72188987,16.16019639,17.18813029,18.07634482,18.61351918,0.648259052,3.90726625,0,0.03082665,0,1
43,1.746488078,3.183469446,4.432745491,7.364875527,3.520387411,5.020439537,6.656971327,5.388804856,5.886655071,7.575327904,4.716748187,9.787850356,9.672136933,12.32461989,13.20264936,17.35632755,8.904036188,16.65909618,14.2613299,17.81882883,12.32192535,20.12022463,18.6613415,11.3263411,1.602458802,2.688210345,0,0.030266163,0,1
44,1.522651829,2.15701758,3.763657742,7.058528188,3.264600433,4.869981814,5.557695057,8.657850829,8.010896056,6.910308478,9.938072315,9.676181861,10.20579279,12.21237376,16.16814971,12.04071133,10.75611886,16.38613899,13.94066553,15.62891116,15.56007572,14.79710598,19.37112356,18.40632024,1.019441792,3.607567451,0,0.030256392,0,1
45,1.790301968,3.172332038,4.711571198,6.553547468,3.358892679,5.374890135,4.22210165,9.634655447,5.69531884,7.660957834,7.68670484,8.846535383,7.783644638,15.62487139,12.8721381,12.00412975,14.94229435,13.35005253,13.99264935,18.56307768,15.76434756,17.69403304,23.73872041,15.21529593,1.590988696,2.740235027,0,0.030239995,0,1
46,1.261219659,2.273968346,3.116810999,6.163109078,3.109242346,5.118654511,5.578149957,7.292778312,7.865539315,7.763842037,9.929955349,10.48285313,10.72438197,7.911726497,11.41982298,15.8853922,11.40101343,14.88836114,8.071285645,10.49796329,15.53630581,20.13737207,21.97611845,17.81416602,0.751229646,3.836333064,0,0.030115386,0,1
47,0.895819233,2.043276868,3.848276158,4.568537325,4.440286276,5.266787523,4.979496451,7.646898377,9.49266008,7.048556862,8.129020688,9.342092399,9.742464552,8.866118381,14.25976418,13.55824575,9.622834155,15.48219647,14.72536529,19.9299007,16.91226716,16.62036121,19.9688954,17.77000427,0.776925391,3.820276754,0,0.030076336,0,1
48,1.218546428,2.350421519,3.202871921,5.624142228,3.663367777,3.878463248,6.566885786,8.738078306,6.717994625,10.00851761,8.170874562,9.655984706,9.800293104,11.07705811,13.93667236,14.50347336,13.19111558,13.34602171,17.07359026,17.26321722,17.05036248,16.28483637,24.82573852,17.81225275,0.798507249,3.815442474,0,0.030072724,0,1
49,1.16359693,2.815852767,3.618522578,6.046634331,3.93019459,5.166150747,5.803486948,8.633191328,7.256282174,8.264993666,8.684140867,8.87162403,9.682521847,12.36993641,17.77404244,11.96274968,10.0418407,14.82285914,14.72302884,17.77149578,16.7450175,18.90659198,22.07746982,17.83774073,0.839995576,3.766042152,0,0.030035574,0,1
50,2,4,4.079103266,8,3.960672316,6.124202045,5.482286379,6.986879854,2.412957675,7.447712797,6.272065399,9.870308105,10.75918272,10.18758501,11.80941943,19.68130658,11.10081555,12.18452627,13.4810123,16.31022558,18.20912282,14.57078612,23.10768824,12.30366719,2.032480223,1.055011345,0,0.030035244,0,1
51,1.609938572,3.963525886,5.457959606,6.733369985,3.906291114,5.187335712,7.049655207,6.296637601,6.243773074,5.435745647,5.171539975,11.03693132,8.826155473,10.84699565,10.65032589,15.64785328,11.62718244,17.54677958,10.29487288,21.12503584,14.08667282,21.12098972,18.84939543,19.77804655,1.768727397,2.240373626,0,0.029981816,0,1
52,1.619815861,2.613605873,3.973708196,6.767028623,3.873783832,4.687992446,6.041063059,9.660568998,6.638867819,9.498538306,6.408326252,9.974877627,12.46702996,11.77877298,10.62920258,16.80048934,15.406973,15.61876711,14.53652428,19.01672034,13.70083222,14.53003604,19.925712,17.6256841,1.322745545,3.174220464,0,0.029958469,0,1
53,1.756836615,4,4.830533972,6.935110149,2.638208351,5.539593043,5.187233206,10.69098655,5.287528254,7.797916794,6.33759923,8.589169015,9.598797398,15.59121924,16.65236345,10.49103796,10.76082091,12.16800276,10.37365177,14.59820583,16.4544721,20.25215724,22.00368397,21.10782671,1.860579036,1.954612821,0,0.029810571,0,1
54,1.73851717,3.578710897,4.986600689,6.230628425,4.367763567,4.44526997,5.993037678,7.969074716,5.121056894,8.155171832,6.210585504,12.04411348,9.633908478,11.80553206,11.28579044,13.79355507,14.78251907,15.00747216,11.56817435,22.02994074,17.05753108,16.63063853,22.13162363,17.61011449,1.704060791,2.407913436,0,0.029792088,0,1
55,1.300388787,2.615600458,4.801165125,5.868762586,3.75472444,4.974199663,6.157434077,9.664609388,8.624934677,6.335557831,7.384941499,7.524758023,9.64799008,14.50827758,16.28052064,10.77313008,16.26171895,15.98400626,18.8224781,22.3069856,13.47747721,11.83396986,13.92590609,15.06690627,0.96242438,3.654335407,0,0.0494049,0,1
56,1.970609752,4,4.400310917,8,3.903335738,5.325992613,6.034491109,9.081787672,4.07047078,5.91336584,6.659264261,10.57306954,7.224379284,10.19658788,11.71011946,10.3954918,13.47845108,15.60265699,14.70993804,15.78296079,13.34530106,19.5363404,26.32024229,15.34925741,1.98611718,1.426885047,0,0.029658086,0,1
57,1.470575206,3.708889949,6,7.503136547,5.649438388,4.648494298,6.601520084,11.04819903,5.69860784,4.893913376,8.633196377,9.433550423,7.612446959,14.60924312,17.33505778,6.387428349,16.12757745,18.85463861,16.55278062,23.1714375,14.2242563,16.26470997,19.53208255,20.96379437,1.872590948,1.892182268,0,0.029600876,0,1
58,1.685535417,2.672641231,4.673531814,5.80109049,4.908618674,4.188471112,8.219518591,7.607605521,6.296491476,5.658828708,6.713246644,11.59212671,13.74395699,11.120032,10.16780957,15.42223354,16.28340402,17.95565352,8.648575671,19.90161051,12.83147492,10.25101902,15.0560908,17.53259086,1.208283487,3.384150298,0,0.02935369,0,1
59,1.436421637,2.757000285,3.108011686,7.777224432,2.857215518,4.219332419,4.772135821,5.956450928,5.661720929,8.735785291,9.561086187,11.58004095,9.336834831,13.34312676,10.72165397,15.88263441,11.02001461,15.57591098,19.73052241,20.43505216,15.46232768,23.91014144,23.13737952,11.22127254,1.186716382,3.40503765,0,0.039241465,0,1
60,1.37746319,3.770022772,5.051020672,6.576361331,5.783742423,4.943041703,6.421193597,10.13800385,5.081569294,6.274894669,6.44201916,8.10892998,10.33731995,11.51523321,14.74911567,9.093940888,13.63184185,17.20883017,13.20846174,20.80950264,14.12363946,11.44933394,24.80860217,18.19546488,1.476289225,2.967290349,0,0.028922322,0,1
61,1.756649627,3.8361357,5.820124044,7.512076269,3.959501375,5.210347607,6.076341526,7.987918,6.725664187,5.153843729,2.120117838,8.5511631,7.938547285,12.42610844,13.49123582,11.23721808,13.17642751,19.432287,19.94754588,26.70993348,11.66700911,16.0809627,13.57873622,13.35091864,1.978039193,1.494875493,0,0.02891146,0,1
62,1.616897666,3.451544331,5.117538096,6.638614506,5.118720133,4.204343985,6.350252487,9.239529044,5.461698664,8.322974307,7.445968007,11.74344047,7.182010583,11.64969876,14.99161779,8.3528309,12.66849372,16.68132083,14.33609313,21.96586317,16.37643205,17.0913459,28.08582232,17.7748436,1.701775144,2.474063394,0,0.028832986,0,1
63,1.141401188,2.628365346,4.490459477,6.669047533,2.257464167,4.245072922,6.630914877,6.896056651,8.785826656,5.163172095,10.51090072,5.863410916,11.41333525,14.59295493,13.62971507,12.00278692,14.35885849,14.98961606,14.44043596,21.72658276,15.51549147,17.01164374,15.81237051,18.943546,1.241417607,3.350126824,0,0.028716582,0,1
64,1.898945303,3.190355341,2.676429832,5.724528369,3.067560834,5.215161537,5.496363585,9.283912735,6.459174112,10.81920408,5.396802009,12.48849664,12.72355008,11.11330629,13.47673906,17.40402124,14.11440386,14.29175658,12.71681341,16.8679673,15.70684437,13.32640521,19.53596383,16.11794766,1.275705797,3.31419871,0,0.028612131,0,1
65,1.749325273,3.651628269,3.542114802,7.694819203,3.757993425,4.695225378,7.073391908,7.430315529,5.481875976,9.288304178,6.220685449,8.166863711,9.6991007,8.707055422,14.28230364,13.99209354,12.09581193,17.86565984,13.95109487,18.34486349,16.2336129,11.54087341,20.83969906,17.2028992,1.756021887,2.278061536,0,0.028359807,0,1
66,1.738893645,3.84126228,3.180696913,6.720118523,3.922958341,5.063219299,6.074482351,7.910250182,5.574816382,9.287720997,7.17390429,9.944275157,10.60053287,9.893986841,12.95772085,17.56652282,13.17617451,12.96235647,12.42105718,14.03881908,16.38324986,19.97645859,25.08817161,15.0976756,1.620343564,2.617719511,0,0.028271493,0,1
67,0.984944091,2.613641114,2.616072073,4.854286456,3.014273721,3.969366259,5.532921806,9.134154706,8.596273765,8.911551435,9.938204224,8.428420935,11.11559809,11.01488597,14.27230546,16.65434991,17.85566936,10.58409221,18.88328193,12.67531214,17.07128105,15.67062913,21.93723768,16.97901682,0.521802787,3.98346741,0,0.027612883,0,1
68,1.653607133,3.469340551,4.836918086,7.064515686,5.190223726,5.469216124,6.180624057,9.402241956,4.881059695,4.056284295,7.387498376,8.722747719,10.82594124,11.029944,14.32945889,9.326109418,12.49311087,16.41612717,14.00357749,16.56161579,15.38370941,12.61806436,20.54238367,15.76793031,1.665488243,2.506941416,0,0.027510606,0,1
69,1.452684042,3.009043619,2.89344362,5.825123248,3.668781573,5.719241974,6.353599876,8.008718378,7.697172692,9.545820339,7.209306649,11.47505929,10.01396831,8.376339011,14.45007311,16.09366909,11.1889266,15.08825154,11.81376978,12.95011513,14.26643142,17.46471169,20.19595945,11.31032997,0.995525764,3.630923294,0,0.027355352,0,1
70,1.223816591,4,4.789876481,7.590822903,5.049608881,4.489107969,8.200674691,8.307729621,5.251696108,8.363238513,7.753488402,6.74933415,8.468986375,13.44461062,11.43557923,12.41747967,15.52243018,16.55867206,20.53810228,24.23639119,16.73453431,17.89312932,28.5839174,19.46768059,1.686182887,2.48683953,0,0.027225007,0,1
71,1.482978601,3.688670232,2.711764958,6.468288732,3.38019118,3.54200546,7.844728266,6.653213317,5.19421396,6.537085757,9.22749217,8.428646875,11.52639145,6.035550585,11.71954667,10.1644874,13.19175512,19.55708103,12.20661754,8.949840456,13.33118931,18.38955875,23.85592843,15.23400963,1.373326958,3.131300171,0,0.027080657,0,1
72,1.113689552,2.154932023,2.664749631,4.42750494,3.442726445,3.922920861,7.005097038,6.217909714,9.805126865,9.33421478,8.093112498,8.129807228,9.710121775,8.270664402,13.20730703,13.92368484,13.94279603,19.24763211,19.13253532,19.35955147,14.17119562,14.27548493,18.28746971,14.5470375,0.627035271,3.921511783,0,0.033921565,0,1
73,1.445172076,3.178857139,4.153996278,6.116281887,4.718013858,4.567155305,5.169409224,8.703874416,4.413848692,7.10781094,10.00753664,10.00579422,9.384143669,10.21908237,11.80788814,13.35366203,14.78716886,12.60761213,14.934789,20.02220623,18.58727601,15.84846851,28.43399545,18.02028877,1.25954597,3.325103262,0,0.026920373,0,1
74,1.769323874,3.727427753,4.285183419,6.848921368,4.246632032,4.955075839,6.4004419,9.083946486,6.312646744,7.898360686,4.35728255,9.926013431,9.07300492,9.736115562,12.4227844,14.78970195,14.64326407,14.92090758,18.29833793,24.73362265,14.57472866,10.78289068,18.26006921,14.59069833,1.608437876,2.654558671,0,0.026763049,0,1
75,0.592069789,1.480607423,2.469963979,4.693751971,3.901821201,4.474093158,7.093151696,7.599443932,10.26602937,11.24011499,5.619610379,10.9883084,10.30457935,9.085225511,13.55359002,20.23538344,11.32890632,14.11643691,13.3406373,19.94069481,12.46220078,20.21252324,21.53357495,18.44936953,0.324256085,4.073403056,0,0.026566606,0,1
76,1.40241061,3.598185334,3.056181722,8,2.449999449,3.134740894,5.852555161,5.163378301,5.69598501,9.912873646,6.753550652,8.098688235,11.83665858,8.095232854,7.716129701,13.87341121,15.06583074,17.21405087,20.07756755,21.77367357,18.4888279,17.96163883,19.77298837,11.82387925,1.65290547,2.583875415,0,0.026460515,0,1
77,1.65466071,3.403556423,3.201712903,7.00556999,2.912401624,5.054859795,3.789628271,9.856059654,4.870970984,8.282663792,6.766347209,9.434371524,11.40742201,13.28197752,12.97336125,18.74906874,13.96737813,10.72717851,17.26225251,19.0007214,14.77784485,13.04304881,18.16700078,15.00147872,1.572325066,2.746558448,0,0.026204905,0,1
78,1.648586696,2.795232697,3.505979629,6.786533707,3.736895755,4.177167637,4.941152889,9.973880138,5.681177698,9.887212107,8.123445702,11.65726091,9.648665692,10.61111849,13.89938634,11.91904965,13.8897724,14.74665093,12.60570987,14.92817789,17.23783465,16.11302163,26.83079081,17.55510007,1.285362449,3.264112255,0,0.026146969,0,1
79,1.322964236,2.801828844,4.215828057,5.598539374,3.704311914,3.879830003,5.552816153,6.640375293,6.074940331,6.524038975,9.924170708,10.84110537,8.839241629,8.379428809,11.88220697,12.74091773,12.41603902,15.03556195,11.85785829,18.6084749,17.09460299,16.99878697,22.74534301,18.41409396,1.226879537,3.371818774,0,0.025843352,0,1
80,1.213585817,3.301419322,4.586629137,7.246424396,3.118563432,4.329807377,5.008588981,8.823292726,6.076512147,5.844876246,8.117301723,7.954111003,10.55155567,9.965148877,14.35869813,9.797561307,12.79437784,14.96276851,11.90369889,16.6024717,16.19958244,16.28310254,19.84615715,20.98170261,1.38685645,3.110497698,0,0.025787601,0,1
81,1.731117138,3.614753333,4.253590209,7.628153575,3.67666758,3.265606602,5.055881921,9.889489299,3.584572198,7.405708106,7.966270604,10.31331462,8.808182954,8.499297977,14.53202012,10.55375917,15.48173354,16.58672495,10.76960486,13.9734266,12.61347464,16.42206433,22.06515048,16.91331047,1.66288311,2.548750502,0,0.025549874,0,1
82,1.632824387,3.155420781,4.257805688,8,4.122121682,4.237350125,5.793139666,6.475432992,4.032012922,5.546482159,9.985451297,8.3308227,10.06855112,9.503182844,11.29356954,15.38606221,12.96207524,11.64088146,14.33701498,17.18576277,18.70570362,13.81697757,24.69199476,14.45953893,1.643154235,2.614053052,0,0.025497389,0,1
83,1.497781783,2.88258432,4.615845579,6.195466937,4.344523491,5.001447071,4.714380408,9.443994772,6.148060602,8.308052485,7.377385902,11.16154093,9.102622193,15.32616661,15.06366386,14.63878553,12.76170801,14.10620413,12.48961667,22.23835562,14.59873144,17.19231721,22.79785702,18.13314128,1.294702516,3.248600421,0,0.024885699,0,1
84,1.439117783,3.227066489,4.427381048,6.74830838,3.932719818,4.63179397,5.210567417,10.56833501,5.530366125,7.428556646,7.682965188,8.347188419,9.275555721,11.45511267,12.46517742,11.23710957,16.34648394,14.71148057,15.64671718,15.60238174,14.42278232,15.00214119,24.03335671,15.67465029,1.392070317,3.066620073,0,0.024683884,0,1
85,1.399302711,2.996953149,1.876021967,5.975999585,3.605770165,3.947480848,6.158934445,9.937249301,7.02298411,11.33306288,9.577833277,10.48588876,14.48819336,12.73536191,16.23583369,15.19000184,15.5170606,13.55762803,14.85842869,13.52813462,17.24761834,15.69759695,23.15701909,18.83708255,1.082747437,3.527578564,0,0.024651889,0,1
86,1.32973279,2.8373604,5.677990898,7.315769078,4.531718581,5.232013651,6.401210303,9.693593177,5.470536516,5.078846985,7.478433337,6.081817785,7.557170714,17.49761106,14.33762819,10.44950446,14.10310101,15.97088098,20.92729918,21.16921277,14.20085547,13.95391646,22.08231152,18.09856492,1.5290076,2.864267031,0,0.024615135,0,1
87,1.462295742,3.230183747,5.134020489,7.98968454,5.00460847,4.591656901,6.311781204,8.823400495,5.499537268,6.460572977,8.015029951,7.061432343,7.897951322,12.86038779,14.41936265,9.411220437,14.75322714,17.18168799,17.33237997,24.91617832,16.3330614,12.74098887,22.36711908,17.73929642,1.739024697,2.340754695,0,0.024551989,0,1
88,2,4,2.973769485,8,2.727375953,5.232555043,6.038488796,7.378316094,3.508146407,9.997434518,5.402748623,9.473427321,12.32769718,9.458198332,11.01751492,20.88951046,14.91800632,10.37254023,11.41849778,15.32044532,17.40132766,15.98151048,20.93929266,13.48429854,1.967372361,1.504269926,0,0.024487859,0,1
89,1.086921043,1.985394528,1.62262209,5.544657504,4.29462381,3.64539998,6.247229406,7.507310169,7.422402423,9.083503513,10.85108633,10.42232382,8.005786238,9.131162642,11.48673408,16.3340618,13.31905292,13.52427698,19.6534208,14.76364723,14.54087147,16.19946441,31.90747772,14.49910883,0.446885156,4.031862912,0,0.024407478,0,1
90,1.71309557,4,2.398654931,7.306419561,4.589027,4.665318376,5.796112148,8.9481279,2.821779459,11.15810178,7.373330864,9.463864564,10.25461986,8.244238472,15.01382056,16.51542599,13.40261542,11.67317855,17.91809141,16.66344935,18.8738955,12.91356328,30.13924499,15.69621024,1.751342901,2.318433702,0,0.024377991,0,1
91,1.262998426,2.42253555,5.931724926,6.627255476,4.667782331,4.478652208,5.530442658,11.10254159,6.36306154,5.181103735,8.615303147,10.83037901,12.41500153,18.63478036,11.1214829,13.12216573,17.57361657,14.19485383,14.04889679,23.33134696,15.77916417,17.3730851,18.84245798,22.82337726,1.353446082,3.148961711,0,0.02420883,0,1
92,0.361308046,1.2551573,2.117324088,4.468498456,4.085090889,4.510915394,7.32342233,7.849627636,10.56186226,7.731590542,9.136975688,5.588793747,11.99894687,9.44831071,17.22145884,14.66997921,10.23864648,17.18593396,21.46987371,17.41804842,12.93011286,13.84471858,18.12925283,18.91629802,0.473426798,4.007561567,0,0.024182078,0,1
93,1.466748037,3.060315188,4.284978828,5.374422121,4.662604396,4.667974806,5.009558032,9.684163298,6.164282637,7.92694278,7.938839749,11.46129472,10.7206862,10.62932919,9.459993858,10.82063109,15.69487829,16.31756449,12.69417993,19.07710563,18.45924516,17.33391164,25.9219247,18.81655936,1.04933358,3.576952837,0,0.024116776,0,1
94,1.935118948,4,3.50670855,7.583769402,3.155623226,4.910806523,7.333647694,10.74051626,5.997376256,9.06368543,7.648734507,8.909904474,8.452103224,8.969794886,15.30806909,10.55153363,15.5822775,15.87486542,22.10537755,10.7466967,15.82471066,12.9546624,22.12951363,15.01051641,1.784863203,2.2179901,0,0.023929222,0,1
95,1.944507609,3.504350212,3.988680346,8,3.389286804,4.710018163,5.58854477,8.945970901,4.247123261,7.757496351,8.115741169,7.902726647,10.14946511,14.38276812,17.08050628,12.59312876,9.677902851,13.07067254,9.875547769,13.36979935,16.1466193,18.18266925,26.12950945,18.05985234,1.855249722,1.976236941,0,0.030409552,0,1
96,1.94263601,4,3.204666114,7.428401909,3.488647732,2.824222654,6.273054852,8.160090773,3.841903637,10.46601282,7.427207925,9.810411591,10.2097003,8.920314009,8.832077322,16.74277171,19.47248274,13.42684032,12.90138352,13.11426129,15.70509045,16.94338342,26.92566983,15.52230634,1.830553244,2.04940392,0,0.017139345,0,1
97,1.073128782,1.56808865,3.935735164,4.687337212,3.484315596,5.261339786,4.733293898,8.549811067,9.82351746,8.681175035,8.619280519,10.09055414,9.248857847,13.29512373,15.96294908,17.0022185,10.81336292,15.76128724,15.96763888,20.70372686,13.67917445,20.96726207,17.23934508,19.94098125,0.540699554,3.972427632,0,0.023605135,0,1
98,1.437687907,2.759352834,2.922528709,6.343081642,3.276777695,4.345199617,6.380672902,7.635458656,6.319773994,6.374188621,9.970370366,9.012965561,7.634080919,8.245984865,14.79399917,13.97205705,11.68351046,14.43071687,12.1573788,10.10119058,13.15846829,13.62230881,23.08364848,14.48516436,1.041690246,3.60691141,0,0.023294914,0,1
99,1.525035726,2.188052376,2.272565287,6.406265026,4.10489324,4.25663958,5.760359325,7.655969002,5.917092158,9.531052038,9.955682531,10.89536262,10.67076155,9.739210746,13.94763223,16.79308429,12.70831022,14.34700906,16.19450137,14.68531175,15.03337379,15.03399146,24.73179992,12.84552157,0.984664091,3.644214551,0,0.023217599,0,1
100,2,2.909880307,4.397781343,7.30514441,2.816753119,4.690405702,4.913787937,8.353025118,5.543861492,8.272863151,6.920139877,10.47663954,10.26184131,14.30746803,13.90749963,14.70849155,14.35842187,13.24232117,17.50298012,17.65738252,17.67316088,13.92375712,17.27987105,13.25854187,1.721588723,2.354457444,0,0.022628621,0,1
101,1.485455477,2.662720979,4.731684778,6.12685109,3.93592339,4.399917195,5.805754619,9.081630941,5.941086475,7.000266616,7.414244646,11.76798191,9.658087684,11.98928637,14.29894171,17.97144529,14.00126608,14.07529052,12.2160023,22.26507495,12.23865506,11.91053349,17.17931121,21.98454672,1.339595388,3.157392217,0,0.022404987,0,1
102,1.638138833,3.504120978,5.004249051,7.762108315,4.604270865,4.914744571,4.985562425,9.315173493,4.720613745,5.941536095,5.632210118,9.032677739,12.43611087,12.32047086,13.65489796,13.7166443,11.47694962,16.44295104,10.21482364,16.91276657,12.35845014,15.34001765,20.09587971,16.1390745,1.715307266,2.38190935,0,0.022387301,0,1
103,1.519971079,3.243129098,3.959511712,6.870296152,3.793651612,4.410838282,5.161424516,7.979910401,6.714413521,9.974457506,5.886022097,13.53469542,10.29554295,12.38703537,11.16380041,18.74154428,14.77505498,13.29733319,13.97353654,25.23539868,14.5299844,19.3687679,21.30888425,15.71829658,1.40681198,3.052908931,0,0.021904121,0,1
104,1.388573088,3.499903781,3.004106782,6.251977489,3.28514283,3.677997228,6.649334725,7.999003119,5.833673438,12.27522152,7.933806315,8.880802499,9.537134069,11.67591004,14.2868322,10.1659112,13.21869826,13.8370603,17.34445773,17.49555254,22.09463006,20.23855017,29.74868975,17.71688783,1.162722015,3.446007724,0,0.036248365,0,1
105,1.950066362,3.898070831,3.282106572,7.156744537,3.439611909,6.446902479,7.239495943,7.536072082,4.843758892,7.715381589,6.568158403,9.092379093,9.637049595,8.169766159,9.213050577,16.03918042,13.16923894,14.10444449,14.05152005,15.92304575,18.01296024,14.92454459,24.67576461,17.0932627,1.826498318,2.074903404,0,0.020639507,0,1
106,0.422147138,0.621519649,2.486112209,3.280068815,4.329896545,4.611004171,5.77315631,6.50430931,9.523267108,7.198128358,11.26757158,9.379644222,10.12795033,8.145350024,14.59360092,17.45416212,11.81836559,13.63071492,16.5784639,16.75125712,14.02950687,17.12778375,21.04210624,16.40592194,0.468215348,4.027575144,0,0.019975637,0,1
107,1.422277598,3.184537864,4.641229058,8,5.453249135,4.72810159,6.728263832,8.010458378,5.044286154,7.911454118,4.937658915,8.864799333,11.23394725,9.997639977,15.47329303,13.34404623,12.53750274,18.8324554,16.91173788,26.79455506,16.00518569,12.40833144,18.47100447,18.73715762,1.519229673,2.865997317,0,0.019877383,0,1
108,1.752638012,3.37029605,4.724298689,7.668050376,3.054636978,3.97390395,7.019335614,7.228238502,4.626789503,7.413670013,6.277447958,9.249383567,4.777157254,10.96380514,12.7314593,9.576969602,15.64871338,19.48338524,13.43520117,19.916276,11.82675022,14.96858983,21.03882442,13.98462748,1.790881157,2.190572371,0,0.019436421,0,1
109,2,3.956548824,3.961927612,8,3.007177786,4.069199652,5.477689129,6.873669068,4.238916296,10.96692734,6.742413946,10.11929422,8.381560745,10.37600394,10.7461953,13.67585479,13.23848846,16.95384197,13.99805923,19.47087797,18.07842556,17.38309561,25.23781549,14.5077599,1.989913271,1.399708311,0,0.018909475,0,1
110,1.589349639,2.634828958,3.601370123,6.028283554,3.496003712,4.368805172,4.141930649,9.627575809,6.608488554,8.735241673,8.18299765,9.363488484,11.42421913,14.39994842,15.06394481,14.6056474,14.4146982,13.13862135,12.98728374,18.64220476,16.29914206,11.94828458,20.03346368,17.67239462,1.066741662,3.562565719,0,0.018157328,0,1
111,1.495547913,3.030878859,2.927431748,6.040324059,3.065825265,5.279185844,6.697135879,7.710569109,4.402669775,7.006545147,7.84170496,9.472636426,12.29257207,12.77012809,10.01019543,21.9180368,15.75906687,10.76241075,13.43542829,12.22113139,13.6290563,16.25512639,19.15747156,12.9080955,1.076537668,3.561470054,0,0.017044289,0,1
112,1.379176971,2.936469382,3.711628783,5.30856767,4.188800904,4.216493049,4.605734953,6.637800033,6.067489539,5.053672934,10.39849189,8.375895425,9.6168076,14.6436444,15.56345557,17.37210478,14.85870877,12.30097635,14.88173991,18.93968397,13.42734561,15.2670329,19.02098598,13.46311215,0.910497708,3.686029202,0,0.054659963,0,1
113,2,4,4.862187167,8,2.62204172,4.600803576,7.173963276,6.006003202,5.677422783,7.952662489,5.192545576,8.457442298,9.689475774,11.81994928,10.51022417,9.927405771,11.47807662,17.05972133,13.50222562,12.52481576,18.03794856,19.08967002,24.30870767,14.26785136,2.065941507,0.769588036,0,0.031871364,0,1
114,1.668554929,2.386577964,5.845386039,8,3.109192234,4.061662454,5.591435693,8.110476814,3.895725241,6.095490104,9.089926659,11.83895756,9.135342471,14.65730326,11.27902558,16.01831052,13.74462674,10.48198585,17.20105083,16.47730039,18.17548752,18.38893975,19.65179195,15.01307153,1.837175246,2.028093542,0,0.031014378,0,1
115,0.449136559,1.237187734,4.283281855,4.671005914,4.567639419,4.503696977,5.193259458,8.606308876,10.14219895,7.008103628,12.39243798,11.39082944,11.34628278,11.0700827,12.41650436,13.97273793,12.65087597,10.70410545,11.22957402,15.9609343,21.35412832,26.01312674,25.13149089,22.55924505,0.602190328,3.946393631,0,0.047139552,0,1
116,1.92066889,4,5.392733982,8,2.709817645,3.898329491,4.431299672,9.525347524,5.035041072,6.088109544,8.025138171,7.330714519,13.55912429,15.30650732,6.990286841,5.296985832,19.15293875,13.34018841,14.97972737,12.44569512,20.60415396,18.2649009,24.80129573,13.96618385,2.061668342,0.798396178,0,0.053127941,0,1
117,2,4,6,8,2.251809655,5.384767875,4.727390575,7.230101261,3.488148764,5.361800549,5.798084399,6.882562325,7.641154924,16.61937895,10.47661003,8.618855139,14.16922151,18.73981783,16.9890766,24.33761929,17.53705328,15.24657523,16.94882013,11.43440326,2.117346726,0.117346726,1,inf,0,1
118,0.739136736,2.010472756,1.959642254,3.330736997,4.033000793,1.709071251,8.552279249,6.996802966,7.520305533,8.340330295,13.31196098,7.200225346,6.737814106,2.052084715,10.53972558,11.13949049,22.5990294,24.04341979,23.70420576,19.8943223,11.80993156,9.562790802,21.40358212,19.69604769,0.254285727,4.145557483,1,inf,0,1
119,0.967946721,1.580623837,4.319574423,3.768019925,4.801980167,3.719585638,8.304742051,8.270099296,12.06577076,1.503010242,7.19587884,4.558496221,14.76286081,12.03897831,11.27863945,4.377019272,18.77168241,16.31459393,19.66377846,10.04591433,10.32213485,9.817323876,14.13878554,0.924886538,0.756710721,4.042023885,1,0.536636242,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
summary,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
function,WFG4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generation_count,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation_count,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
final_alpha,4.03946242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
population_size,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dimension,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
